steer,stamp
-0.0001611073239473626,1759203611100339207
-0.0001664775627432391,1759203611138325221
-0.0001664775627432391,1759203611138456572
-0.0001611073239473626,1759203611138826544
-0.0001611073239473626,1759203611138874201
-0.00015573707059957087,1759203611138897048
-0.00015573707059957087,1759203611138906567
-0.0001611073239473626,1759203611138916114
-0.0001611073239473626,1759203611140407810
-0.0001611073239473626,1759203611145435608
-0.0001664775627432391,1759203611150396658
-0.0001611073239473626,1759203611155388473
-0.0001611073239473626,1759203611160381564
-0.0001611073239473626,1759203611165371699
-0.0001611073239473626,1759203611170353500
-0.00015573707059957087,1759203611175382347
-0.0001611073239473626,1759203611180429041
-0.0001611073239473626,1759203611185401793
-0.0001611073239473626,1759203611190301809
-0.0001611073239473626,1759203611195377001
-0.0001611073239473626,1759203611200400742
-0.0001664775627432391,1759203611205376288
-0.0001611073239473626,1759203611210362017
-0.0001611073239473626,1759203611215391082
-0.00015573707059957087,1759203611220377301
-0.0001611073239473626,1759203611225360838
-0.0001611073239473626,1759203611230417539
-0.0001664775627432391,1759203611235379214
-0.0001611073239473626,1759203611240398608
-0.0001611073239473626,1759203611245375676
-0.0001664775627432391,1759203611250412730
-0.0001611073239473626,1759203611255399615
-0.0001664775627432391,1759203611260375680
-0.0001611073239473626,1759203611265388158
-0.0001611073239473626,1759203611270416259
-0.0001611073239473626,1759203611275372510
-0.0001664775627432391,1759203611280423571
-0.0001611073239473626,1759203611285434384
-0.0001611073239473626,1759203611290377588
-0.0001664775627432391,1759203611295399166
-0.0001664775627432391,1759203611300400721
-0.0001664775627432391,1759203611305352154
-0.0001611073239473626,1759203611310335186
-0.0001611073239473626,1759203611315350300
-0.0001664775627432391,1759203611320459600
-0.0001611073239473626,1759203611325365470
-0.00015573707059957087,1759203611330384095
-0.0001664775627432391,1759203611335380753
-0.0001611073239473626,1759203611340395473
-0.0001664775627432391,1759203611345410130
-0.00015573707059957087,1759203611350365198
-0.00015573707059957087,1759203611355466372
-0.0001611073239473626,1759203611360408485
-0.0001664775627432391,1759203611365527559
-0.0001664775627432391,1759203611370420486
-0.0001611073239473626,1759203611375398876
-0.0001611073239473626,1759203611380340187
-0.0001611073239473626,1759203611385352316
-0.0001718478015391156,1759203611390344855
-0.0001664775627432391,1759203611395409592
-0.00015573707059957087,1759203611400390559
-0.0001611073239473626,1759203611405315030
-0.0001611073239473626,1759203611410356462
-0.00015573707059957087,1759203611415376471
-0.0001611073239473626,1759203611420386954
-0.0001611073239473626,1759203611425340283
-0.0001611073239473626,1759203611430381205
-0.00015573707059957087,1759203611435367387
-0.0001664775627432391,1759203611440360585
-0.0001611073239473626,1759203611445364468
-0.0001664775627432391,1759203611450344414
-0.00015573707059957087,1759203611455377288
-0.0001611073239473626,1759203611460348208
-0.0001664775627432391,1759203611465364585
-0.0001664775627432391,1759203611470364142
-0.0001664775627432391,1759203611475391343
-0.0001664775627432391,1759203611480340612
-0.0001611073239473626,1759203611485363020
-0.0001718478015391156,1759203611490329244
-0.00015573707059957087,1759203611495398389
-0.0001664775627432391,1759203611500388397
-0.0001611073239473626,1759203611505365630
-0.0001611073239473626,1759203611510328179
-0.0001611073239473626,1759203611515351553
-0.0001611073239473626,1759203611520381987
-0.0001611073239473626,1759203611525318725
-0.0001664775627432391,1759203611530319845
-0.0001611073239473626,1759203611535352676
-0.0001611073239473626,1759203611540352862
-0.0001664775627432391,1759203611545364877
-0.0001611073239473626,1759203611550432956
-0.0001611073239473626,1759203611555366414
-0.0001611073239473626,1759203611560359350
-0.0001664775627432391,1759203611565405584
-0.00015573707059957087,1759203611570374483
-0.0001611073239473626,1759203611575391103
-0.0001611073239473626,1759203611580550288
-0.00015573707059957087,1759203611585376595
-0.0001611073239473626,1759203611590344280
-0.0001664775627432391,1759203611595374031
-0.0001664775627432391,1759203611600346005
-0.00015573707059957087,1759203611605336550
-0.0001611073239473626,1759203611610341572
-0.0001664775627432391,1759203611615398215
-0.0001611073239473626,1759203611620355012
-0.0001664775627432391,1759203611625351441
-0.0001664775627432391,1759203611630386541
-0.0001664775627432391,1759203611635396970
-0.0001664775627432391,1759203611640406590
-0.0001611073239473626,1759203611645343261
-0.0001664775627432391,1759203611650404545
-0.0001611073239473626,1759203611655364370
-0.00015573707059957087,1759203611660398581
-0.0001611073239473626,1759203611665405620
-0.0001611073239473626,1759203611670377822
-0.0001611073239473626,1759203611675373429
-0.0001611073239473626,1759203611680372396
-0.0001611073239473626,1759203611685386912
-0.0001664775627432391,1759203611690372825
-0.0001611073239473626,1759203611695357866
-0.0001611073239473626,1759203611700409011
-0.0001611073239473626,1759203611705389563
-0.0001664775627432391,1759203611710380531
-0.0001664775627432391,1759203611715364859
-0.0001611073239473626,1759203611720354261
-0.0001664775627432391,1759203611725369840
-0.0001611073239473626,1759203611730391946
-0.0001611073239473626,1759203611735347389
-0.0001611073239473626,1759203611740393151
-0.00015573707059957087,1759203611745389182
-0.0001611073239473626,1759203611750408878
-0.0001664775627432391,1759203611755434064
-0.0001611073239473626,1759203611760391216
-0.0001611073239473626,1759203611765319933
-0.0001664775627432391,1759203611770408561
-0.0001664775627432391,1759203611775351565
-0.0001611073239473626,1759203611780349465
-0.0001611073239473626,1759203611785403448
-0.0001664775627432391,1759203611790425193
-0.0001664775627432391,1759203611795405635
-0.0001664775627432391,1759203611800369900
-0.0001664775627432391,1759203611805349034
-0.0001611073239473626,1759203611810332363
-0.0001718478015391156,1759203611815373119
-0.0001664775627432391,1759203611820343908
-0.0001664775627432391,1759203611825383610
-0.0001611073239473626,1759203611830373844
-0.0001611073239473626,1759203611835349759
-0.0001664775627432391,1759203611840388718
-0.0001664775627432391,1759203611845358431
-0.0001611073239473626,1759203611850402468
-0.0001611073239473626,1759203611855414903
-0.0001664775627432391,1759203611860357665
-0.0001611073239473626,1759203611865358216
-0.0001664775627432391,1759203611870417676
-0.0001664775627432391,1759203611875363813
-0.0001611073239473626,1759203611880357147
-0.00015573707059957087,1759203611885370960
-0.0001611073239473626,1759203611890347752
-0.0001664775627432391,1759203611895412146
-0.0001664775627432391,1759203611900358419
-0.0001611073239473626,1759203611905354838
-0.0001664775627432391,1759203611910375021
-0.0001664775627432391,1759203611915376747
-0.00015573707059957087,1759203611920364573
-0.0001611073239473626,1759203611925320151
-0.0001611073239473626,1759203611930361102
-0.0001611073239473626,1759203611935434703
-0.0001611073239473626,1759203611940378197
-0.0001611073239473626,1759203611945383644
-0.0001664775627432391,1759203611950403541
-0.0001664775627432391,1759203611955372429
-0.0001611073239473626,1759203611960363731
-0.0001611073239473626,1759203611965393513
-0.0001611073239473626,1759203611970398528
-0.0001611073239473626,1759203611975347735
-0.0001611073239473626,1759203611980340236
-0.0001611073239473626,1759203611985288316
-0.0001611073239473626,1759203611990436435
-0.0001611073239473626,1759203611995360975
-0.00015573707059957087,1759203612000380796
-0.0001611073239473626,1759203612005384223
-0.0001664775627432391,1759203612010360119
-0.0001664775627432391,1759203612015450131
-0.0001611073239473626,1759203612020415751
-0.0001611073239473626,1759203612025324563
-0.0001664775627432391,1759203612030449239
-0.0001718478015391156,1759203612035402413
-0.0001664775627432391,1759203612040360758
-0.0001611073239473626,1759203612045357585
-0.0001611073239473626,1759203612050396600
-0.00015573707059957087,1759203612055401150
-0.0001611073239473626,1759203612060380696
-0.0001611073239473626,1759203612065329804
-0.0001664775627432391,1759203612070374191
-0.0001664775627432391,1759203612075346124
-0.0001718478015391156,1759203612080399053
-0.0001611073239473626,1759203612085405510
-0.0001611073239473626,1759203612090358705
-0.0001611073239473626,1759203612095386190
-0.0001611073239473626,1759203612100351042
-0.0001664775627432391,1759203612105359457
-0.0001664775627432391,1759203612110399141
-0.0001664775627432391,1759203612115482965
-0.0001611073239473626,1759203612120367494
-0.00015573707059957087,1759203612125370421
-0.0001611073239473626,1759203612130358209
-0.0001611073239473626,1759203612135354340
-0.0001611073239473626,1759203612140380198
-0.0001611073239473626,1759203612145452490
-0.0001611073239473626,1759203612150366048
-0.00015573707059957087,1759203612155430053
-0.0001611073239473626,1759203612160419613
-0.00015573707059957087,1759203612165378332
-0.0001664775627432391,1759203612170380824
-0.0001611073239473626,1759203612175374659
-0.0001664775627432391,1759203612180366551
-0.0001664775627432391,1759203612185376177
-0.0001611073239473626,1759203612190429190
-0.0001611073239473626,1759203612195375965
-0.0001664775627432391,1759203612200401244
-0.0001664775627432391,1759203612205384010
-0.0001611073239473626,1759203612210335943
-0.0001611073239473626,1759203612215365350
-0.0001664775627432391,1759203612220416708
-0.0001664775627432391,1759203612225300743
-0.0001611073239473626,1759203612230349366
-0.0001664775627432391,1759203612235381942
-0.0001611073239473626,1759203612240378963
-0.0001611073239473626,1759203612245402514
-0.0001611073239473626,1759203612250389159
-0.0001611073239473626,1759203612255421155
-0.0001611073239473626,1759203612260335114
-0.0001664775627432391,1759203612265377641
-0.0001611073239473626,1759203612270363947
-0.0001664775627432391,1759203612275364332
-0.0001611073239473626,1759203612280311045
-0.0001664775627432391,1759203612285415353
-0.0001611073239473626,1759203612290377395
-0.0001611073239473626,1759203612295405823
-0.0001611073239473626,1759203612300370747
-0.0001611073239473626,1759203612305335556
-0.0001611073239473626,1759203612310366198
-0.0001664775627432391,1759203612315406743
-0.0001611073239473626,1759203612320395360
-0.0001664775627432391,1759203612325382870
-0.0001611073239473626,1759203612330365416
-0.00015573707059957087,1759203612335304774
-0.0001611073239473626,1759203612340361585
