actuation_accel_cmd,actuation_brake_cmd,actuation_steer_cmd,stamp
1.0,0.0,-0.44589710235595703,1759203611138378884
1.0,0.0,-0.4458971321582794,1759203611138513895
1.0,0.0,-0.4458971321582794,1759203611138845308
1.0,0.0,-0.4458971321582794,1759203611138877020
1.0,0.0,-0.4458971321582794,1759203611140779921
1.0,0.0,-0.44591885805130005,1759203611150787432
1.0,0.0,-0.44591885805130005,1759203611160771756
1.0,0.0,-0.44591888785362244,1759203611170791873
1.0,0.0,-0.44591888785362244,1759203611180807528
1.0,0.0,-0.4459032118320465,1759203611190760863
1.0,0.0,-0.4459032118320465,1759203611200761178
1.0,0.0,-0.4459032118320465,1759203611210831717
1.0,0.0,-0.4459032118320465,1759203611220758973
1.0,0.0,-0.4459032118320465,1759203611230824311
1.0,0.0,-0.4459032118320465,1759203611240786697
1.0,0.0,-0.4458886682987213,1759203611250761171
1.0,0.0,-0.4458886682987213,1759203611260753516
1.0,0.0,-0.4458886682987213,1759203611270741714
1.0,0.0,-0.4458886682987213,1759203611280769532
1.0,0.0,-0.4458743631839752,1759203611290755598
1.0,0.0,-0.4458743631839752,1759203611300777386
1.0,0.0,-0.4458743631839752,1759203611310746454
1.0,0.0,-0.4458743631839752,1759203611320764761
1.0,0.0,-0.4458743631839752,1759203611330817833
1.0,0.0,-0.4458743631839752,1759203611340750108
1.0,0.0,-0.4458616375923157,1759203611350787805
1.0,0.0,-0.4458616375923157,1759203611360814354
1.0,0.0,-0.4458616375923157,1759203611370763478
1.0,0.0,-0.4458616375923157,1759203611380813992
1.0,0.0,-0.44587722420692444,1759203611390836269
1.0,0.0,-0.44587722420692444,1759203611400778483
1.0,0.0,-0.44587722420692444,1759203611410745426
1.0,0.0,-0.44587722420692444,1759203611420779206
1.0,0.0,-0.44587722420692444,1759203611430753127
1.0,0.0,-0.44587722420692444,1759203611440780547
1.0,0.0,-0.44589102268218994,1759203611450757887
1.0,0.0,-0.44589102268218994,1759203611460759321
1.0,0.0,-0.44589102268218994,1759203611470788971
1.0,0.0,-0.44589102268218994,1759203611480804595
1.0,0.0,-0.44590410590171814,1759203611490758520
1.0,0.0,-0.44590410590171814,1759203611500786118
1.0,0.0,-0.44590410590171814,1759203611510738312
1.0,0.0,-0.44590410590171814,1759203611520795056
1.0,0.0,-0.44590410590171814,1759203611530756313
1.0,0.0,-0.44590410590171814,1759203611540750849
1.0,0.0,-0.44591471552848816,1759203611550741140
1.0,0.0,-0.44591471552848816,1759203611560736875
1.0,0.0,-0.44591471552848816,1759203611570786073
1.0,0.0,-0.44591471552848816,1759203611580847399
1.0,0.0,-0.4459044635295868,1759203611590804817
1.0,0.0,-0.4459044635295868,1759203611600828131
1.0,0.0,-0.4459044635295868,1759203611610745947
1.0,0.0,-0.4459044635295868,1759203611620857387
1.0,0.0,-0.4459044635295868,1759203611630771942
1.0,0.0,-0.4459044635295868,1759203611640744530
1.0,0.0,-0.44589513540267944,1759203611650771709
1.0,0.0,-0.44589513540267944,1759203611660767991
1.0,0.0,-0.44589513540267944,1759203611670751344
1.0,0.0,-0.44589513540267944,1759203611680817738
1.0,0.0,-0.4458860158920288,1759203611690747386
1.0,0.0,-0.4458860158920288,1759203611700758023
1.0,0.0,-0.4458860158920288,1759203611710798798
1.0,0.0,-0.4458860158920288,1759203611720794647
1.0,0.0,-0.4458860158920288,1759203611730775746
1.0,0.0,-0.4458860158920288,1759203611740755144
1.0,0.0,-0.44587820768356323,1759203611750740831
1.0,0.0,-0.44587820768356323,1759203611760784092
1.0,0.0,-0.44587820768356323,1759203611770747311
1.0,0.0,-0.44587820768356323,1759203611780770244
1.0,0.0,-0.44587045907974243,1759203611790749922
1.0,0.0,-0.44587045907974243,1759203611800771381
1.0,0.0,-0.44587045907974243,1759203611810803631
1.0,0.0,-0.44587045907974243,1759203611820737725
1.0,0.0,-0.44587045907974243,1759203611830830419
1.0,0.0,-0.44587045907974243,1759203611840771125
1.0,0.0,-0.44586339592933655,1759203611850764373
1.0,0.0,-0.44586339592933655,1759203611860807615
1.0,0.0,-0.44586339592933655,1759203611870783148
1.0,0.0,-0.44586339592933655,1759203611880765677
1.0,0.0,-0.4458564221858978,1759203611890750787
1.0,0.0,-0.4458564221858978,1759203611901067359
1.0,0.0,-0.4458564221858978,1759203611910813165
1.0,0.0,-0.4458564221858978,1759203611920753252
1.0,0.0,-0.4458564221858978,1759203611931059896
1.0,0.0,-0.4458564221858978,1759203611940794708
1.0,0.0,-0.4458502531051636,1759203611950792513
1.0,0.0,-0.4458502531051636,1759203611960757215
1.0,0.0,-0.4458502531051636,1759203611970819183
1.0,0.0,-0.4458502531051636,1759203611980854853
1.0,0.0,-0.44585251808166504,1759203611990766351
1.0,0.0,-0.44585251808166504,1759203612000806054
1.0,0.0,-0.44585251808166504,1759203612010775610
1.0,0.0,-0.44585251808166504,1759203612020784350
1.0,0.0,-0.44585251808166504,1759203612030766298
1.0,0.0,-0.44585251808166504,1759203612040782925
1.0,0.0,-0.4458528161048889,1759203612050802424
1.0,0.0,-0.4458528161048889,1759203612060789273
1.0,0.0,-0.4458528161048889,1759203612070803867
1.0,0.0,-0.4458528161048889,1759203612080836635
1.0,0.0,-0.44585272669792175,1759203612090767794
1.0,0.0,-0.44585272669792175,1759203612100831693
1.0,0.0,-0.44585272669792175,1759203612110780186
1.0,0.0,-0.44585272669792175,1759203612120791329
1.0,0.0,-0.44585272669792175,1759203612130800542
1.0,0.0,-0.44585272669792175,1759203612140778596
1.0,0.0,-0.44585132598876953,1759203612150768465
1.0,0.0,-0.44585132598876953,1759203612160772399
1.0,0.0,-0.44585132598876953,1759203612170742408
1.0,0.0,-0.44585132598876953,1759203612180810786
1.0,0.0,-0.44583770632743835,1759203612190742733
1.0,0.0,-0.44583770632743835,1759203612200776223
1.0,0.0,-0.44583770632743835,1759203612210793166
1.0,0.0,-0.44583770632743835,1759203612220759987
1.0,0.0,-0.44583770632743835,1759203612231026528
1.0,0.0,-0.44583770632743835,1759203612240754801
1.0,0.0,-0.4458235800266266,1759203612250755824
1.0,0.0,-0.4458235800266266,1759203612260765427
1.0,0.0,-0.4458235800266266,1759203612270774792
1.0,0.0,-0.4458235800266266,1759203612280740958
1.0,0.0,-0.44580963253974915,1759203612290808828
1.0,0.0,-0.44580963253974915,1759203612300772247
1.0,0.0,-0.44580963253974915,1759203612310753050
1.0,0.0,-0.44580963253974915,1759203612320762576
1.0,0.0,-0.44580963253974915,1759203612330807269
1.0,0.0,-0.44580963253974915,1759203612340764932
1.0,0.0,-0.44579634070396423,1759203612350812301
1.0,0.0,-0.44579634070396423,1759203612360792024
1.0,0.0,-0.44579634070396423,1759203612370816929
1.0,0.0,-0.44579634070396423,1759203612380790253
1.0,0.0,-0.44579240679740906,1759203612390764430
1.0,0.0,-0.44579240679740906,1759203612400856394
1.0,0.0,-0.44579240679740906,1759203612410758026
1.0,0.0,-0.44579240679740906,1759203612420835873
1.0,0.0,-0.44579240679740906,1759203612430743923
1.0,0.0,-0.44579240679740906,1759203612440794792
1.0,0.0,-0.44578859210014343,1759203612450809130
1.0,0.0,-0.44578859210014343,1759203612460778350
1.0,0.0,-0.44578859210014343,1759203612470751581
1.0,0.0,-0.44578859210014343,1759203612480810870
1.0,0.0,-0.4457848072052002,1759203612490771388
1.0,0.0,-0.4457848072052002,1759203612500764531
1.0,0.0,-0.4457848072052002,1759203612510766864
1.0,0.0,-0.4457848072052002,1759203612520777881
1.0,0.0,-0.4457848072052002,1759203612530757719
1.0,0.0,-0.4457848072052002,1759203612540771286
1.0,0.0,-0.44578155875205994,1759203612550745867
1.0,0.0,-0.44578155875205994,1759203612560758031
1.0,0.0,-0.44578155875205994,1759203612570817657
1.0,0.0,-0.44578155875205994,1759203612580984044
1.0,0.0,-0.4457666873931885,1759203612590787923
1.0,0.0,-0.4457666873931885,1759203612600782615
1.0,0.0,-0.4457666873931885,1759203612610772396
1.0,0.0,-0.4457666873931885,1759203612620775775
1.0,0.0,-0.4457666873931885,1759203612630800371
1.0,0.0,-0.4457666873931885,1759203612640916990
1.0,0.0,-0.44576385617256165,1759203612650748819
1.0,0.0,-0.44576385617256165,1759203612660744251
1.0,0.0,-0.44576385617256165,1759203612670786735
1.0,0.0,-0.44576385617256165,1759203612680787607
