loc_acc_x,loc_acc_y,stamp
7.927625342767319e-06,0.0,1759203611138407798
8.513154207070681e-06,0.0,1759203611138642696
-1.1800749636409251e-07,0.0,1759203611147600906
4.588799939883551e-06,0.0,1759203611165160924
1.4847991136839497e-07,0.0,1759203611187494473
4.869901233184286e-06,0.0,1759203611205453521
1.0043196442563678e-05,0.0,1759203611225940171
-7.5469948807849835e-06,0.0,1759203611247107088
9.443829525568154e-06,0.0,1759203611266446909
-7.863956746146757e-06,0.0,1759203611286618472
9.45380771839769e-06,0.0,1759203611306397962
9.779818979497292e-06,0.0,1759203611325444343
1.5757758290068598e-06,0.0,1759203611347468801
5.724575556944794e-06,0.0,1759203611365030982
1.0853649724543063e-06,0.0,1759203611386949628
5.354033464801278e-06,0.0,1759203611405407229
1.0134830479832811e-05,0.0,1759203611426188551
-7.484232814438348e-06,0.0,1759203611446351675
8.265784913850536e-06,0.0,1759203611466233634
-8.147739705883048e-06,0.0,1759203611486477839
8.386800284370566e-06,0.0,1759203611506391610
8.776135460869256e-06,0.0,1759203611525165778
1.038326202570407e-06,0.0,1759203611547231819
4.910503446860948e-06,0.0,1759203611565417504
8.545207209151135e-07,0.0,1759203611587243830
4.907786141327982e-06,0.0,1759203611605232839
9.237460173001905e-06,0.0,1759203611626288828
-6.934231496628475e-06,0.0,1759203611646411111
7.744641908041196e-06,0.0,1759203611665925032
-7.009352447510447e-06,0.0,1759203611686634217
8.341332776016555e-06,0.0,1759203611706137153
9.305115440493358e-06,0.0,1759203611725332619
1.4977827846356666e-06,0.0,1759203611746999009
7.118925216946696e-06,0.0,1759203611765145350
2.754343662805118e-06,0.0,1759203611787579991
7.585919982601882e-06,0.0,1759203611805376621
7.890676443536843e-06,0.0,1759203611825819045
1.056970108882968e-06,0.0,1759203611847874720
4.5507251502987835e-06,0.0,1759203611865660880
8.063240489518882e-07,0.0,1759203611887543703
7.740729308388079e-06,0.0,1759203611906129980
8.459554586161374e-06,0.0,1759203611925010505
-5.280572856720719e-06,0.0,1759203611946600194
7.434377496712499e-06,0.0,1759203611966837691
-6.768994873542367e-06,0.0,1759203611986743156
7.0047635536683095e-06,0.0,1759203612006999308
7.37393368714437e-06,0.0,1759203612025233908
7.568672510822115e-07,0.0,1759203612047155719
4.056201177791514e-06,0.0,1759203612065315262
5.072204035671063e-07,0.0,1759203612087347212
4.076117519794552e-06,0.0,1759203612105159805
7.683785574330923e-06,0.0,1759203612126934039
-6.3671322938953305e-06,0.0,1759203612147024284
6.678888163740721e-06,0.0,1759203612166040594
1.417810671312878e-05,0.0,1759203612186436991
7.545340732178604e-06,0.0,1759203612205834943
6.400435751425246e-06,0.0,1759203612225080010
8.899791903946827e-06,0.0,1759203612247647082
5.107831734703671e-06,0.0,1759203612265270873
7.1366859212910836e-06,0.0,1759203612286898859
