gnss_x,gnss_y,gnss_z,stamp
89677.73707969875,43133.75320778089,7.894648716204685,1759200749292064202
89677.73707969875,43133.75320778089,7.894648716204685,1759200749336545401
89677.73707969875,43133.75320778089,7.894648716204685,1759200749388453695
89677.73707969875,43133.75320778089,7.894648716204685,1759200749443004725
89677.73707969875,43133.75320778089,7.892648716204683,1759200749486253526
89677.73707969875,43133.75320778089,7.892648716204683,1759200749543468979
89677.73707969875,43133.75320778089,7.892648716204683,1759200749590195469
89677.73707969875,43133.75320778089,7.892648716204683,1759200749636301813
89677.74617969876,43133.75310778088,7.894649139976636,1759200749693007810
89677.74617969876,43133.75310778088,7.894649139976636,1759200749735309003
89677.74627969875,43133.764207780885,7.894648532307301,1759200749787429093
89677.74627969875,43133.764207780885,7.894648532307301,1759200749844943376
89677.73727969876,43133.76430778088,7.8946481085354065,1759200749893322418
89677.73727969876,43133.76430778088,7.8946481085354065,1759200749936202666
89677.73727969876,43133.76430778088,7.8946481085354065,1759200749988427411
89677.73727969876,43133.76430778088,7.8946481085354065,1759200750036109260
89677.73707969875,43133.75320778089,7.898648716204683,1759200750086170285
89677.73707969875,43133.75320778089,7.898648716204683,1759200750136287140
89677.73707969875,43133.75320778089,7.898648716204683,1759200750189331411
89677.73707969875,43133.75320778089,7.898648716204683,1759200750236320493
89677.74627969875,43133.764207780885,7.895648532307298,1759200750295384436
89677.74627969875,43133.764207780885,7.895648532307298,1759200750335726798
89677.74627969875,43133.764207780885,7.895648532307298,1759200750387050311
89677.74627969875,43133.764207780885,7.895648532307298,1759200750435982086
89677.74627969875,43133.764207780885,7.899648532307296,1759200750486953978
89677.74627969875,43133.764207780885,7.899648532307296,1759200750536942794
89677.74627969875,43133.764207780885,7.899648532307296,1759200750588184267
89677.74627969875,43133.764207780885,7.899648532307296,1759200750635240455
89677.74627969875,43133.764207780885,7.890648532307296,1759200750686215397
89677.74627969875,43133.764207780885,7.8916485323073005,1759200750736304107
89677.74627969875,43133.764207780885,7.890648532307296,1759200750786332041
89677.74627969875,43133.764207780885,7.890648532307296,1759200750836903887
89677.74617969876,43133.75310778088,7.887649139976631,1759200750886898344
89677.74617969876,43133.75310778088,7.887649139976631,1759200750936992233
89677.74617969876,43133.75310778088,7.887649139976631,1759200750987695881
89677.74617969876,43133.75310778088,7.886649139976633,1759200751035936699
89677.74627969875,43133.764207780885,7.887648532307296,1759200751085767508
89677.74627969875,43133.764207780885,7.887648532307296,1759200751137035931
89677.74627969875,43133.764207780885,7.887648532307296,1759200751188359922
89677.74627969875,43133.764207780885,7.887648532307296,1759200751237102139
89677.74617969876,43133.75310778088,7.896649139976631,1759200751286288286
89677.74617969876,43133.75310778088,7.896649139976631,1759200751337062852
89677.74617969876,43133.75310778088,7.896649139976631,1759200751386229881
89677.74617969876,43133.75310778088,7.896649139976631,1759200751437068510
89677.74627969875,43133.764207780885,7.894648532307301,1759200751487095968
89677.74627969875,43133.764207780885,7.894648532307301,1759200751536759994
89677.74627969875,43133.764207780885,7.894648532307301,1759200751587436727
89677.74627969875,43133.764207780885,7.894648532307301,1759200751637909746
89677.74627969875,43133.764207780885,7.897648532307301,1759200751688475390
89677.74627969875,43133.764207780885,7.897648532307301,1759200751736243491
89677.74627969875,43133.764207780885,7.897648532307301,1759200751789439732
