gnss_x,gnss_y,gnss_z,stamp
89671.9228,43129.944500000005,7.727585111136179,1759204127931985279
89671.9317,43129.933300000004,7.725586142475855,1759204127977721941
89671.9317,43129.933300000004,7.724586142475857,1759204128025750852
89671.9317,43129.933300000004,7.724586142475857,1759204128074969026
89671.9317,43129.933300000004,7.724586142475857,1759204128127695670
89671.9319,43129.9444,7.717585534933988,1759204128175833989
89671.9319,43129.9444,7.717585534933988,1759204128230229543
89671.9319,43129.9444,7.716585534933991,1759204128274766044
89671.932,43129.955500000004,7.716584927391871,1759204128325879339
89671.9228,43129.944500000005,7.739585111136179,1759204128379494058
89671.9228,43129.944500000005,7.739585111136179,1759204128430599250
89671.9228,43129.944500000005,7.739585111136179,1759204128476073737
89671.9228,43129.944500000005,7.739585111136179,1759204128529675585
89671.9228,43129.944500000005,7.75158511113618,1759204128580418681
89671.9228,43129.944500000005,7.752585111136177,1759204128624670049
89671.9228,43129.944500000005,7.752585111136177,1759204128676464814
89671.9228,43129.944500000005,7.753585111136175,1759204128730521175
89671.9227,43129.9334,7.748585718677958,1759204128776413601
89671.9227,43129.9334,7.748585718677958,1759204128830275976
89671.9227,43129.9334,7.748585718677958,1759204128876998655
89671.9227,43129.9334,7.7475857186779535,1759204128924841572
89671.9228,43129.944500000005,7.746585111136177,1759204128981396051
89671.9228,43129.944500000005,7.746585111136177,1759204129023997664
89671.9228,43129.944500000005,7.746585111136177,1759204129075431467
89671.9228,43129.944500000005,7.746585111136177,1759204129132428441
89671.9228,43129.944500000005,7.742585111136179,1759204129173539856
89671.9319,43129.9444,7.742585534933994,1759204129224585564
89671.9319,43129.9444,7.743585534933992,1759204129274567406
89671.9319,43129.9444,7.743585534933992,1759204129332416193
89671.9319,43129.9444,7.749585534933992,1759204129373438768
89671.9319,43129.9444,7.749585534933992,1759204129432629007
89671.9319,43129.9444,7.75058553493399,1759204129475586489
89671.9319,43129.9444,7.75058553493399,1759204129522758873
89671.9228,43129.944500000005,7.753585111136175,1759204129575758904
89671.9319,43129.9444,7.7545855349339945,1759204129622884598
89671.932,43129.955500000004,7.754584927391875,1759204129672874458
89671.932,43129.955500000004,7.755584927391872,1759204129732649638
89671.932,43129.955500000004,7.737584927391872,1759204129777465808
89671.932,43129.955500000004,7.737584927391872,1759204129822805266
89671.932,43129.955500000004,7.737584927391872,1759204129874728688
89671.932,43129.955500000004,7.737584927391872,1759204129922783476
89671.932,43129.955500000004,7.733584927391874,1759204129973681453
89671.932,43129.955500000004,7.732584927391869,1759204130022782624
89671.932,43129.955500000004,7.732584927391869,1759204130074123007
89671.9319,43129.9444,7.732585534933989,1759204130122726115
89671.9411,43129.9554,7.735585351189599,1759204130177323499
89671.9411,43129.9554,7.735585351189599,1759204130222638954
89671.9411,43129.9554,7.735585351189599,1759204130274259658
89671.9411,43129.9554,7.735585351189599,1759204130324250552
89671.9411,43129.9554,7.744585351189599,1759204130374805023
89671.9411,43129.9554,7.744585351189599,1759204130424618458
89671.9411,43129.9554,7.744585351189599,1759204130474855075
89671.9411,43129.9554,7.744585351189599,1759204130524467568
89671.9409,43129.9443,7.744585958731804,1759204130573527238
89671.9409,43129.9443,7.745585958731809,1759204130622747530
89671.9319,43129.9444,7.745585534933994,1759204130676993634
89671.9319,43129.9444,7.746585534933992,1759204130724632588
89671.9411,43129.9554,7.743585351189601,1759204130774310415
89671.9411,43129.9554,7.743585351189601,1759204130824539475
89671.9411,43129.9554,7.743585351189601,1759204130875460192
89671.9411,43129.9554,7.743585351189601,1759204130924356847
89671.9411,43129.9554,7.739585351189604,1759204130974606007
89671.9411,43129.9554,7.739585351189604,1759204131024265262
89671.9411,43129.9554,7.739585351189604,1759204131075362299
89671.9411,43129.9554,7.739585351189604,1759204131126423195
89671.9411,43129.9554,7.752585351189602,1759204131179634852
89671.9411,43129.9554,7.752585351189602,1759204131226294424
89671.9411,43129.9554,7.752585351189602,1759204131274885280
89671.9411,43129.9554,7.752585351189602,1759204131324560973
89671.9411,43129.9554,7.754585351189604,1759204131376593182
89671.9411,43129.9554,7.754585351189604,1759204131426479203
89671.9411,43129.9554,7.754585351189604,1759204131475625481
89671.9411,43129.9554,7.755585351189602,1759204131528455483
89671.9411,43129.9554,7.7465853511896015,1759204131577142994
89671.9411,43129.9554,7.7465853511896015,1759204131624759914
89671.9411,43129.9554,7.7465853511896015,1759204131676901790
89671.9411,43129.9554,7.7465853511896015,1759204131728439002
89671.9411,43129.9554,7.750585351189599,1759204131775850065
89671.9411,43129.9554,7.750585351189599,1759204131823642845
89671.9411,43129.9554,7.750585351189599,1759204131874801911
