steer,stamp
-0.0001718478015391156,1759204127931976575
-0.0001718478015391156,1759204127932068256
-0.0001611073239473626,1759204127932161294
-0.00015573707059957087,1759204127932210786
-0.0001664775627432391,1759204127932232153
-0.0001664775627432391,1759204127932242046
-0.0001664775627432391,1759204127932251890
-0.0001611073239473626,1759204127932261492
-0.0001611073239473626,1759204127932271006
-0.0001611073239473626,1759204127934546945
-0.00015573707059957087,1759204127939481264
-0.00015573707059957087,1759204127944691777
-0.00015573707059957087,1759204127949563490
-0.0001611073239473626,1759204127954498366
-0.00015573707059957087,1759204127959576054
-0.0001611073239473626,1759204127964507019
-0.0001664775627432391,1759204127969500426
-0.0001718478015391156,1759204127974522583
-0.0001664775627432391,1759204127979495433
-0.0001664775627432391,1759204127984573111
-0.0001664775627432391,1759204127989474612
-0.0001664775627432391,1759204127994506830
-0.0001611073239473626,1759204127999490913
-0.0001611073239473626,1759204128004731488
-0.0001611073239473626,1759204128009453304
-0.0001611073239473626,1759204128014531336
-0.00015573707059957087,1759204128019494411
-0.0001611073239473626,1759204128024450987
-0.0001611073239473626,1759204128029530356
-0.0001611073239473626,1759204128034520146
-0.0001611073239473626,1759204128039494827
-0.0001611073239473626,1759204128044411032
-0.0001611073239473626,1759204128049476157
-0.0001611073239473626,1759204128054579628
-0.0001611073239473626,1759204128059665063
-0.00015573707059957087,1759204128064579031
-0.0001611073239473626,1759204128069423305
-0.0001611073239473626,1759204128074514195
-0.0001611073239473626,1759204128079540389
-0.0001664775627432391,1759204128084586509
-0.0001611073239473626,1759204128089579675
-0.0001664775627432391,1759204128094433949
-0.0001611073239473626,1759204128099434886
-0.0001664775627432391,1759204128104489740
-0.0001611073239473626,1759204128109507777
-0.0001611073239473626,1759204128114445803
-0.0001611073239473626,1759204128119480737
-0.0001611073239473626,1759204128124543559
-0.0001664775627432391,1759204128129523261
-0.0001611073239473626,1759204128134531825
-0.0001664775627432391,1759204128139472494
-0.0001664775627432391,1759204128144456865
-0.0001664775627432391,1759204128149511173
-0.0001611073239473626,1759204128154525047
-0.0001664775627432391,1759204128159462879
-0.0001664775627432391,1759204128164467308
-0.0001611073239473626,1759204128169570437
-0.0001664775627432391,1759204128174528421
-0.0001611073239473626,1759204128179476295
-0.0001664775627432391,1759204128184493793
-0.0001611073239473626,1759204128189568066
-0.0001611073239473626,1759204128194505566
-0.0001664775627432391,1759204128199491117
-0.0001611073239473626,1759204128204431140
-0.0001611073239473626,1759204128209460808
-0.0001611073239473626,1759204128214567403
-0.0001611073239473626,1759204128219422480
-0.0001664775627432391,1759204128224474274
-0.0001664775627432391,1759204128229503122
-0.0001611073239473626,1759204128234488878
-0.0001611073239473626,1759204128239490909
-0.0001611073239473626,1759204128244457270
-0.00015573707059957087,1759204128249539767
-0.0001664775627432391,1759204128254395269
-0.0001664775627432391,1759204128259426021
-0.0001664775627432391,1759204128264514876
-0.0001611073239473626,1759204128269484329
-0.0001664775627432391,1759204128274513902
-0.0001611073239473626,1759204128279527155
-0.0001611073239473626,1759204128284493254
-0.0001718478015391156,1759204128289474829
-0.0001664775627432391,1759204128294482766
-0.0001611073239473626,1759204128299464977
-0.0001611073239473626,1759204128304644814
-0.0001611073239473626,1759204128309490191
-0.0001611073239473626,1759204128314403844
-0.0001664775627432391,1759204128319527120
-0.0001611073239473626,1759204128324572865
-0.00015573707059957087,1759204128329502081
-0.00015573707059957087,1759204128334557885
-0.0001611073239473626,1759204128339499575
-0.0001611073239473626,1759204128344543351
-0.0001664775627432391,1759204128349500740
-0.0001611073239473626,1759204128354483419
-0.0001611073239473626,1759204128359513456
-0.0001664775627432391,1759204128364475533
-0.0001611073239473626,1759204128369541089
-0.0001611073239473626,1759204128374516106
-0.0001718478015391156,1759204128379417489
-0.0001718478015391156,1759204128384543068
-0.0001611073239473626,1759204128389507610
-0.0001611073239473626,1759204128394509523
-0.00015573707059957087,1759204128399500170
-0.0001611073239473626,1759204128404446780
-0.0001664775627432391,1759204128409481266
-0.00015573707059957087,1759204128414510030
-0.0001664775627432391,1759204128419451620
-0.0001611073239473626,1759204128424528507
-0.0001664775627432391,1759204128429492769
-0.0001611073239473626,1759204128434512752
-0.0001664775627432391,1759204128439470242
-0.0001611073239473626,1759204128444484794
-0.0001611073239473626,1759204128449483581
-0.0001611073239473626,1759204128454483947
-0.0001664775627432391,1759204128459501012
-0.0001611073239473626,1759204128464500186
-0.00015573707059957087,1759204128469495183
-0.0001611073239473626,1759204128474534343
-0.0001611073239473626,1759204128479510323
-0.0001664775627432391,1759204128484526533
-0.0001664775627432391,1759204128489389670
-0.0001611073239473626,1759204128494452854
-0.0001664775627432391,1759204128499525937
-0.0001611073239473626,1759204128504516579
-0.0001611073239473626,1759204128509457935
-0.0001611073239473626,1759204128514516922
-0.0001611073239473626,1759204128519509471
-0.0001611073239473626,1759204128524483868
-0.0001611073239473626,1759204128529491557
-0.0001664775627432391,1759204128534496314
-0.0001664775627432391,1759204128539495803
-0.0001664775627432391,1759204128544583552
-0.00015573707059957087,1759204128549444023
-0.0001611073239473626,1759204128554502670
-0.0001664775627432391,1759204128559501127
-0.0001664775627432391,1759204128564478881
-0.0001664775627432391,1759204128569522468
-0.0001611073239473626,1759204128574501905
-0.0001611073239473626,1759204128579498756
-0.00015573707059957087,1759204128584526179
-0.00015573707059957087,1759204128589485417
-0.0001664775627432391,1759204128594502777
-0.0001664775627432391,1759204128599527238
-0.0001664775627432391,1759204128604490723
-0.0001611073239473626,1759204128609515552
-0.0001664775627432391,1759204128614512441
-0.0001611073239473626,1759204128619476606
-0.0001664775627432391,1759204128624475723
-0.0001611073239473626,1759204128629524099
-0.0001611073239473626,1759204128634476202
-0.00015573707059957087,1759204128639509810
-0.0001664775627432391,1759204128644515374
-0.0001611073239473626,1759204128649551723
-0.0001611073239473626,1759204128654507889
