steering_tire_angle_command,speed_command,acceleration_command,stamp
-0.4345846474170685,1.7999999523162842,1.8000009059906006,1759204127932005324
-0.4345846474170685,1.7999999523162842,1.8000009059906006,1759204127932102735
-0.4345846474170685,1.7999999523162842,1.8000001907348633,1759204127932184036
-0.4345846474170685,1.7999999523162842,1.8000001907348633,1759204127932213964
-0.4346383213996887,1.7999999523162842,1.8000009059906006,1759204127937681272
-0.4346383213996887,1.7999999523162842,1.8000009059906006,1759204127947846228
-0.4346383213996887,1.7999999523162842,1.8000001907348633,1759204127957685797
-0.4346383213996887,1.7999999523162842,1.8000001907348633,1759204127967679160
-0.4346383213996887,1.7999999523162842,1.8000000715255737,1759204127977694890
-0.4346383213996887,1.7999999523162842,1.8000000715255737,1759204127987681994
-0.4346505105495453,1.7999999523162842,1.7999974489212036,1759204127997703364
-0.4346505105495453,1.7999999523162842,1.7999974489212036,1759204128007684184
-0.4346505105495453,1.7999999523162842,1.7999995946884155,1759204128017686988
-0.4346505105495453,1.7999999523162842,1.7999995946884155,1759204128027687117
-0.4346628189086914,1.7999999523162842,1.7999972105026245,1759204128037674670
-0.4346628189086914,1.7999999523162842,1.7999972105026245,1759204128047725924
-0.4346628189086914,1.7999999523162842,1.799999475479126,1759204128057777566
-0.4346628189086914,1.7999999523162842,1.799999475479126,1759204128067682140
-0.4346628189086914,1.7999999523162842,1.799999713897705,1759204128077696582
-0.4346628189086914,1.7999999523162842,1.799999713897705,1759204128087694319
-0.434675008058548,1.7999999523162842,1.7999985218048096,1759204128097723546
-0.434675008058548,1.7999999523162842,1.7999985218048096,1759204128107705665
-0.434675008058548,1.7999999523162842,1.7999991178512573,1759204128117690588
-0.434675008058548,1.7999999523162842,1.7999991178512573,1759204128127705480
-0.4346872568130493,1.7999999523162842,1.7999985218048096,1759204128137691401
-0.4346872568130493,1.7999999523162842,1.7999985218048096,1759204128147703976
-0.4346872568130493,1.7999999523162842,1.7999989986419678,1759204128157731838
-0.4346872568130493,1.7999999523162842,1.7999989986419678,1759204128167703039
-0.4346872568130493,1.7999999523162842,1.7999998331069946,1759204128177741539
-0.4346872568130493,1.7999999523162842,1.7999998331069946,1759204128187681782
-0.4347284436225891,1.7999999523162842,1.7999974489212036,1759204128197680742
-0.4347284436225891,1.7999999523162842,1.7999974489212036,1759204128207671501
-0.4347284436225891,1.7999999523162842,1.7999995946884155,1759204128217671697
-0.4347284436225891,1.7999999523162842,1.7999995946884155,1759204128227715916
-0.4347284436225891,1.7999999523162842,1.799999713897705,1759204128237693452
-0.4347284436225891,1.7999999523162842,1.799999713897705,1759204128247677912
-0.4347696304321289,1.7999999523162842,1.799999475479126,1759204128257671463
-0.4347696304321289,1.7999999523162842,1.799999475479126,1759204128267668023
-0.4347696304321289,1.7999999523162842,1.799999713897705,1759204128277696953
-0.4347696304321289,1.7999999523162842,1.799999713897705,1759204128287694835
-0.4348105192184448,1.7999999523162842,1.7999986410140991,1759204128297747490
