gnss_x,gnss_y,gnss_z,stamp
89671.94959999999,43129.9109,7.734588205155127,1759203227306799627
89671.94959999999,43129.9109,7.734588205155127,1759203227329737669
89671.9497,43129.922,7.726587597613488,1759203227377868233
89671.9497,43129.922,7.726587597613488,1759203227429938817
89671.9497,43129.922,7.726587597613488,1759203227479688523
89671.9497,43129.922,7.72558759761349,1759203227529539972
89671.9498,43129.9331,7.714586990071652,1759203227578889021
89671.9498,43129.9331,7.714586990071652,1759203227629720785
89671.9498,43129.9331,7.715586990071657,1759203227682934214
89671.9498,43129.9331,7.716586990071654,1759203227730532663
89671.9497,43129.922,7.704587597613489,1759203227779540373
89671.9497,43129.922,7.703587597613492,1759203227829721612
89671.9497,43129.922,7.702587597613494,1759203227877862830
89671.9497,43129.922,7.702587597613494,1759203227929822933
89671.9586,43129.910800000005,7.705588628953173,1759203227979737424
89671.9586,43129.910800000005,7.704588628953168,1759203228030048296
89671.9586,43129.910800000005,7.70358862895317,1759203228082830557
89671.9586,43129.910800000005,7.702588628953173,1759203228131603804
89671.9494,43129.8998,7.721588812696481,1759203228178959063
89671.9494,43129.8998,7.721588812696481,1759203228231751523
89671.9494,43129.8998,7.721588812696481,1759203228281905364
89671.9494,43129.8998,7.721588812696481,1759203228329844271
89671.9314,43129.911100000005,7.7505873575589845,1759203228381781915
89671.9314,43129.911100000005,7.751587357558989,1759203228431740014
89671.9314,43129.911100000005,7.751587357558989,1759203228478175751
89671.9405,43129.911,7.750587781357055,1759203228531888682
89671.9316,43129.9222,7.761586750017521,1759203228581758808
89671.9225,43129.922300000006,7.766586326219567,1759203228631672192
89671.9225,43129.922300000006,7.770586326219565,1759203228679854430
89671.9225,43129.922300000006,7.7755863262195675,1759203228731734510
89671.9406,43129.9221,7.745587173815537,1759203228781424017
89671.9406,43129.9221,7.746587173815534,1759203228831889788
89671.9316,43129.9222,7.746586750017521,1759203228882864376
89671.9316,43129.9222,7.747586750017518,1759203228930951290
89671.9406,43129.9221,7.741587173815532,1759203228983591980
89671.9406,43129.9221,7.740587173815534,1759203229033806178
89671.9406,43129.9221,7.740587173815534,1759203229085035459
89671.9406,43129.9221,7.739587173815536,1759203229129906773
89671.9408,43129.9332,7.750586566273753,1759203229182673351
89671.9408,43129.9332,7.750586566273753,1759203229230935422
89671.9408,43129.9332,7.750586566273753,1759203229279625349
89671.9408,43129.9332,7.750586566273753,1759203229333868253
89671.9408,43129.9332,7.7535865662737535,1759203229379545288
89671.9408,43129.9332,7.754586566273758,1759203229434049008
89671.9408,43129.9332,7.754586566273758,1759203229480530906
89671.9408,43129.9332,7.755586566273756,1759203229529656625
89671.9317,43129.933300000004,7.741586142475853,1759203229583669675
89671.9317,43129.933300000004,7.741586142475853,1759203229633872616
