loc_acc_x,loc_acc_y,stamp
-3.181563738797837e-06,0.0,1759203227306824751
1.0877995255338976e-05,0.0,1759203227306885187
-2.200788088536647e-06,0.0,1759203227315400124
1.03665493741467e-05,0.0,1759203227336075579
-4.103544872360838e-06,0.0,1759203227355152157
-4.668970485643837e-06,0.0,1759203227374445177
-9.140695043094714e-06,0.0,1759203227395969301
-6.647472964294319e-06,0.0,1759203227414177549
-7.793729526283253e-06,0.0,1759203227436191051
-5.14000221941965e-06,0.0,1759203227453830425
-2.535784489142363e-06,0.0,1759203227475442110
-9.280044443125127e-06,0.0,1759203227495240079
-2.0507236986947033e-06,0.0,1759203227514602647
-8.292712159836795e-06,0.0,1759203227534756156
-9.72749914796496e-07,0.0,1759203227554554390
-8.191481642541634e-08,0.0,1759203227574007671
-1.3311635899833314e-05,0.0,1759203227596334001
-1.673162099912956e-06,0.0,1759203227614254380
-8.299137110204263e-06,0.0,1759203227636484065
1.9235147060715024e-06,0.0,1759203227654027941
5.461396597845739e-06,0.0,1759203227674738567
-8.776541283804957e-06,0.0,1759203227695128035
-1.7869533587849433e-06,0.0,1759203227714191045
-7.60744806503868e-06,0.0,1759203227736058386
-8.069540129883372e-08,0.0,1759203227754147220
7.632792206429287e-06,0.0,1759203227775796528
5.962113379415761e-06,0.0,1759203227796070622
7.1292612112060345e-06,0.0,1759203227813800233
2.1499210049398804e-06,0.0,1759203227835176816
6.5388350455253704e-06,0.0,1759203227855403024
6.252959970888462e-06,0.0,1759203227874095358
3.5807851477381423e-06,0.0,1759203227895760642
4.393807493605335e-06,0.0,1759203227913882914
2.8823595294541462e-06,0.0,1759203227936177450
3.838343613160787e-06,0.0,1759203227954170842
4.916449325599984e-06,0.0,1759203227974841399
8.851428266733783e-06,0.0,1759203227995326386
4.429629681525781e-06,0.0,1759203228014965148
8.038291750595752e-06,0.0,1759203228034892333
3.3023597810243874e-06,0.0,1759203228054961380
2.67310400967674e-06,0.0,1759203228075048397
4.227066023908353e-06,0.0,1759203228095764797
2.180882775258982e-06,0.0,1759203228114092859
3.414302540689445e-06,0.0,1759203228135864536
1.3703793418269762e-06,0.0,1759203228153900182
5.773533597670391e-07,0.0,1759203228175653263
3.532372324536274e-05,0.0,1759203228194932424
3.158964325573935e-06,0.0,1759203228214691293
3.290181679988294e-05,0.0,1759203228235152836
-1.2609759395111661e-06,0.0,1759203228254856269
-4.955204656796139e-06,0.0,1759203228274115732
1.167792501187795e-05,0.0,1759203228295806993
-2.832737921555457e-06,0.0,1759203228314188368
6.15813135004842e-06,0.0,1759203228336222915
-6.62240215358305e-06,0.0,1759203228353705981
-1.0580867328497658e-05,0.0,1759203228375204217
2.331831332299617e-05,0.0,1759203228395376657
-1.68683796049276e-07,0.0,1759203228414370550
1.97655954500716e-05,0.0,1759203228436562357
-1.591624456664269e-05,0.0,1759203228454866685
-1.8165695594569052e-05,0.0,1759203228474151585
-3.5785435045169577e-07,0.0,1759203228496423475
-1.4262299592640023e-05,0.0,1759203228514172525
7.457462503680594e-06,0.0,1759203228535327959
-1.830083919587115e-05,0.0,1759203228555025343
-1.838813534951934e-05,0.0,1759203228573935513
-1.1647243644284783e-05,0.0,1759203228595651608
-1.3926861863063461e-05,0.0,1759203228613927211
-3.5170458095470113e-06,0.0,1759203228635956903
-9.464756242148985e-06,0.0,1759203228654185956
-1.6103419470583863e-05,0.0,1759203228674732654
1.0004870347117037e-05,0.0,1759203228695020458
-1.3444266878032223e-05,0.0,1759203228714605918
1.0383892751860126e-05,0.0,1759203228735394216
-1.3239052081793046e-05,0.0,1759203228755759433
-1.3776553137148401e-05,0.0,1759203228774052037
-1.4127319632217118e-05,0.0,1759203228795686903
-1.3098042296319973e-05,0.0,1759203228813798929
-1.1808334419977206e-05,0.0,1759203228836115060
-1.0855498657422488e-05,0.0,1759203228854218422
-1.0041208568349036e-05,0.0,1759203228874985889
3.3056776132450877e-06,0.0,1759203228895314760
-7.863130358274301e-06,0.0,1759203228914757925
3.9866195868908396e-06,0.0,1759203228935744700
-8.400079564929326e-06,0.0,1759203228954888105
-8.97718768649115e-06,0.0,1759203228974182886
-8.454546241635993e-06,0.0,1759203228996479759
-7.911527024801092e-06,0.0,1759203229014082251
-7.234992924633592e-06,0.0,1759203229035649444
-6.4716295776006235e-06,0.0,1759203229054909636
-5.882116663932355e-06,0.0,1759203229075918451
-5.087744801685086e-06,0.0,1759203229094801225
-4.665039572549416e-06,0.0,1759203229113856191
-4.114828047849298e-06,0.0,1759203229136011264
-3.7969103888582985e-06,0.0,1759203229154284535
-3.5300960840500534e-06,0.0,1759203229175129518
-2.3430540551521615e-05,0.0,1759203229195538876
-3.09323585098737e-06,0.0,1759203229214764390
-2.107162410257196e-05,0.0,1759203229235517705
6.714615142173565e-07,0.0,1759203229254662779
2.009173509721355e-06,0.0,1759203229274298649
-6.5520530591603344e-06,0.0,1759203229296153738
-1.1009230949035902e-06,0.0,1759203229314232357
4.7754684289317935e-06,0.0,1759203229334676542
-1.8162762211407886e-06,0.0,1759203229355260246
4.557192584145392e-06,0.0,1759203229375333966
-1.485304083272029e-05,0.0,1759203229395226201
3.7254568929490056e-06,0.0,1759203229415005351
4.635630011530054e-06,0.0,1759203229434535088
2.905705834358254e-06,0.0,1759203229456239976
4.078513680842464e-06,0.0,1759203229473998031
-3.95114850750392e-06,0.0,1759203229496385957
3.8070353110022806e-06,0.0,1759203229514241976
-2.9365669313259023e-06,0.0,1759203229536426632
4.839770348900435e-06,0.0,1759203229554089893
7.390356325313907e-06,0.0,1759203229574871653
1.585121811148672e-06,0.0,1759203229595474100
6.642623577052011e-06,0.0,1759203229615782911
6.6482745598451586e-06,0.0,1759203229634799139
