gyro_z,stamp
0.0018683002301746778,1759203227306784259
0.003200612499049042,1759203227306861051
0.002134763137735156,1759203227308507504
3.0633679098338723e-06,1759203227321352037
0.003733537441505372,1759203227334892997
0.002134763137735156,1759203227348255461
0.001068913252822495,1759203227361432920
0.006398162677385801,1759203227374719205
0.004266462558494628,1759203227387700170
0.0002695262754703123,1759203227402613382
0.0034670750575436695,1759203227416173541
0.002134763137735156,1759203227429354006
0.000535987437701539,1759203227442660265
0.005598774827368992,1759203227455889243
0.007464012562298461,1759203227469030462
0.005865236862264844,1759203227482469368
0.003200612499049042,1759203227497041608
0.0013353744150537217,1759203227510432462
0.005065849884912661,1759203227523635532
0.0013353744150537217,1759203227536858065
0.004266462558494628,1759203227550223799
0.0002695262754703123,1759203227563308646
0.0026676875565927113,1759203227576605233
0.0016018373226141997,1759203227589813563
0.0034670750575436695,1759203227604830811
0.002934150115087339,1759203227618072559
0.005865236862264844,1759203227631151207
0.003200612499049042,1759203227644465910
0.001068913252822495,1759203227657737189
0.005598774827368992,1759203227670966095
0.0013353744150537217,1759203227684158435
0.0066646255849462785,1759203227699077275
0.006131699769825322,1759203227712343998
0.0002695262754703123,1759203227725458055
0.005065849884912661,1759203227738563778
0.000535987437701539,1759203227752140185
0.0026676875565927113,1759203227765391160
0.003200612499049042,1759203227778813816
0.006931086747177505,1759203227791707181
0.0034670750575436695,1759203227806731148
0.005332312443407289,1759203227820150902
0.0013353744150537217,1759203227833000702
0.0002695262754703123,1759203227846461379
-0.000796323609442348,1759203227859400744
0.0016018373226141997,1759203227872847807
0.0013353744150537217,1759203227885865744
0.0024012251726310083,1759203227900481431
0.0034670750575436695,1759203227913904503
0.0018683002301746778,1759203227927171812
0.004,1759203227939672098
0.002934150115087339,1759203227954194317
0.005598774827368992,1759203227967619077
3.0633679098338723e-06,1759203227980274584
-0.001595712332123785,1759203227995349661
-0.000796323609442348,1759203228008710682
0.005598774827368992,1759203228021731624
3.0633679098338723e-06,1759203228035191416
0.002934150115087339,1759203228048426821
-0.0013292494245633057,1759203228061708161
0.004266462558494628,1759203228075089066
0.003733537441505372,1759203228088286750
0.000535987437701539,1759203228103129530
0.0013353744150537217,1759203228116421893
0.0026676875565927113,1759203228129682461
0.0024012251726310083,1759203228143088179
0.005598774827368992,1759203228155864440
0.000535987437701539,1759203228169120271
0.0018683002301746778,1759203228182392439
0.001068913252822495,1759203228196780327
0.002934150115087339,1759203228210333284
0.002134763137735156,1759203228223787635
0.003200612499049042,1759203228237092322
0.003733537441505372,1759203228250470848
0.006398162677385801,1759203228263592424
0.0013353744150537217,1759203228276702486
0.004,1759203228289329668
