gyro_z,stamp
-0.38476877475615806,1759205972880068613
-0.45031845453915953,1759205972895764793
-0.3695803960065278,1759205972928745356
-0.19957729834772098,1759205972971342571
-0.4369954836940608,1759205972995202642
-0.4519173506669115,1759205973028529020
-0.20090968269869347,1759205973071449732
-0.20677189459029202,1759205973095356305
-0.3096264163383454,1759205973128771228
-0.3053629260415737,1759205973171930503
-0.24887290133982443,1759205973195620675
-0.23181928921858785,1759205973228819376
-0.32774572650084977,1759205973271510390
-0.22302597138118999,1759205973295034538
-0.09485757813464625,1759205973328864050
-0.247540516988852,1759205973371873832
-0.3906309866477567,1759205973395882352
-0.3000337377035342,1759205973429503413
-0.11084533513498245,1759205973472270962
-0.25260336808303707,1759205973495821704
-0.3469310837704722,1759205973529382161
-0.1278989298029265,1759205973572913745
-0.10071975511965976,1759205973596070790
-0.13429402562174395,1759205973630407685
-0.0764716689288998,1759205973672805084
-0.11271056850658877,1759205973696355549
-0.05728636401915488,1759205973729556652
-0.053555897275942205,1759205973772587635
0.028781005024563933,1759205973795903260
-0.002928025124596922,1759205973829926661
0.07274731495887277,1759205973872651338
0.11271669873306694,1759205973896269422
0.12950383398410903,1759205973930307426
0.08607044288360416,1759205973973106940
0.057292494245633055,1759205973997080370
0.09699540114963275,1759205974030892079
0.05596017970783067,1759205974073677392
0.2949769295693646,1759205974097743077
0.3368115990750427,1759205974131287796
0.25527417974499766,1759205974174092797
0.27232779186623424,1759205974198277418
0.32615322239896377,1759205974232101466
0.47217462347074257,1759205974274937481
0.29311187073068345,1759205974298227067
0.3850413294929532,1759205974331631096
0.6235252128805608,1759205974374734144
0.7282449680002206,1759205974398826561
0.7335743308711852,1759205974432437092
0.7871332496271352,1759205974474872187
0.9019785324022401,1759205974497994384
0.8867901536526099,1759205974531283544
0.8636079923959205,1759205974574201639
0.6248575972315332,1759205974598471898
0.621926491285734,1759205974631662393
1.1364656118027805,1759205974674495479
1.25930485161787,1759205974698339822
1.0951637913177366,1759205974731308114
0.831099489748274,1759205974773890434
1.1625788790052696,1759205974797669307
1.187359936389711,1759205974830869613
1.0229525388457232,1759205974873885887
0.8353629800450457,1759205974897752801
0.8801285809635979,1759205974930912022
0.9222297622460555,1759205974973782262
0.7727442316749185,1759205974997476079
0.8580122922811013,1759205975031136026
1.0293475997579555,1759205975074185831
0.9781869379271709,1759205975097740027
0.8484196136462901,1759205975131320101
0.8750659044023379,1759205975173660288
0.9422144803130913,1759205975197632450
0.8441562978824436,1759205975231891582
0.8145789011805964,1759205975273790496
0.8316325133018331,1759205975297686898
0.9560704747117492,1759205975331080571
0.7455650918982367,1759205975373776475
0.5478500054421143,1759205975396903155
0.652036737008215,1759205975430765283
0.8452219959237113,1759205975473532934
0.7738101042491113,1759205975497403288
0.5896845004148672,1759205975529867243
0.2169034652057527,1759205975573121289
0.46498002722817156,1759205975596835085
0.6557672037514277,1759205975630230033
0.3845084804723194,1759205975673112656
0.18759258028068512,1759205975696626588
0.21264014944190615,1759205975730389297
0.556110299725953,1759205975773255707
0.20970904349610686,1759205975796861941
0.21983457115155194,1759205975830374098
0.22143346727930396,1759205975873203708
0.39010418058713836,1759205975896080738
0.3248208380479913,1759205975929417719
0.17879943697621248,1759205975972608171
0.1819968801658661,1759205975996356498
0.1929219431516498,1759205976029633212
0.28618378626489205,1759205976072742386
0.03997244016078701,1759205976096024719
0.06448698576844897,1759205976128987459
0.21583759263155974,1759205976171099656
0.154018379591771,1759205976194819087
0.15934763774298058,1759205976228820594
0.09966003022523752,1759205976271296195
0.21423887103673292,1759205976295085930
0.17480245845622028,1759205976329057640
0.08553752404980022,1759205976371963938
0.02744869048676153,1759205976395073825
0.07114854100416841,1759205976428745027
-0.1233690673557154,1759205976471241114
-0.08792956348202484,1759205976495107398
-0.2192955046379773,1759205976528041784
-0.20703823183414635,1759205976571009500
-0.11324348734039272,1759205976594371995
-0.14894946808427773,1759205976627563086
-0.39276255726321735,1759205976670618136
-0.10711485093847724,1759205976694633166
-0.1580091929787,1759205976728255581
-0.2864440805487308,1759205976771175098
-0.2581990681978561,1759205976794583952
-0.21636439869217802,1759205976828748604
-0.3479969563446652,1759205976871102153
-0.5233292423415116,1759205976894828123
-0.5108054577609009,1759205976928727326
-0.5454457055569333,1759205976971553698
-0.9030383620164174,1759205976995165239
-0.9811118263800294,1759205977028898154
-0.9168943564150753,1759205977070971825
-0.6805420436429284,1759205977094643691
-0.8731944535377909,1759205977128176226
-1.015485387866357,1759205977171001042
-0.5851486299142254,1759205977195202101
-0.5734242061310284,1759205977229125167
-0.9963002051296597,1759205977271203501
-0.9408760530021033,1759205977294960429
-0.835356762552105,1759205977327932070
-0.7543521922426938,1759205977370690783
-0.8718620691868183,1759205977394396981
-0.8049801795857696,1759205977428146006
-0.8446829294101368,1759205977470224341
-0.8819877713751887,1759205977493764185
-0.8819877713751887,1759205977526953248
-0.7250413073176262,1759205977550341244
-0.9635253652381589,1759205977593556967
-0.9499357080833556,1759205977627847553
-1.0565206965746217,1759205977670418172
-0.6816079162171214,1759205977694051122
-0.6927993164467593,1759205977726932693
-1.105283276013166,1759205977750599478
-1.03173963919018,1759205977793276341
-0.8811884105777752,1759205977827912771
-0.399157792708375,1759205977870377607
-0.8398867646256563,1759205977893668487
-0.8465483373146683,1759205977926841284
-0.6824072770145347,1759205977950461078
-0.3972925593367686,1759205977993705606
-0.621121087528305,1759205978027732313
-1.0765054146416575,1759205978070382323
-0.6874701281087198,1759205978094116995
