steering_tire_angle_command,speed_command,acceleration_command,stamp
-0.24874995648860931,4.550000190734863,0.8278898000717163,1759205132873566417
-0.2509475648403168,4.550000190734863,0.8278898000717163,1759205132873645475
-0.24658426642417908,4.550000190734863,0.8276625871658325,1759205132873692813
-0.24137067794799805,4.550000190734863,0.81334388256073,1759205132873712768
-0.2415425032377243,4.550000190734863,0.81334388256073,1759205132880572992
-0.23380182683467865,4.550000190734863,0.8129798173904419,1759205132890538543
-0.2315196841955185,4.550000190734863,0.8129798173904419,1759205132900644751
-0.2264077067375183,4.550000190734863,0.8098793625831604,1759205132910571053
-0.22423000633716583,4.550000190734863,0.8098793625831604,1759205132920613551
-0.21987523138523102,4.550000190734863,0.8427628874778748,1759205132930578075
-0.21760022640228271,4.550000190734863,0.8427628874778748,1759205132940651583
-0.21323302388191223,4.550000190734863,0.8425840735435486,1759205132950576072
-0.2108713835477829,4.550000190734863,0.8425840735435486,1759205132960688766
-0.20524592697620392,4.550000190734863,0.8777297735214233,1759205132970874565
-0.20285090804100037,4.550000190734863,0.8777297735214233,1759205132980592223
-0.19398291409015656,4.550000190734863,0.8771800994873047,1759205132990527748
-0.1915913075208664,4.550000190734863,0.8771800994873047,1759205133000582009
-0.28980278968811035,4.550000190734863,0.8857057094573975,1759205133010612545
-0.28780773282051086,4.550000190734863,0.8857057094573975,1759205133020689990
-0.2811894416809082,4.550000190734863,0.8550887703895569,1759205133030560745
-0.2816047966480255,4.550000190734863,0.8550887703895569,1759205133040692400
-0.2761824131011963,4.550000190734863,0.8547483682632446,1759205133050523993
-0.2762232720851898,4.550000190734863,0.8547483682632446,1759205133060600027
-0.2686131000518799,4.550000190734863,0.78898024559021,1759205133070596726
-0.2668225169181824,4.550000190734863,0.78898024559021,1759205133080581585
-0.264310747385025,4.550000190734863,0.78898024559021,1759205133090502356
-0.25501754879951477,4.550000190734863,0.7884631156921387,1759205133100608389
-0.2446160465478897,4.550000190734863,0.773496687412262,1759205133110802315
-0.24215775728225708,4.550000190734863,0.773496687412262,1759205133120572604
-0.2337750941514969,4.550000190734863,0.7985633611679077,1759205133130547381
-0.2312900573015213,4.550000190734863,0.7985633611679077,1759205133140589167
-0.22233757376670837,4.550000190734863,0.7982668876647949,1759205133150604549
-0.21981042623519897,4.550000190734863,0.7982668876647949,1759205133160600373
-0.2118033915758133,4.550000190734863,0.8140796422958374,1759205133170591964
-0.20989009737968445,4.550000190734863,0.8140796422958374,1759205133180575562
-0.20017938315868378,4.550000190734863,0.8135952353477478,1759205133190581114
-0.20018716156482697,4.550000190734863,0.8135952353477478,1759205133200632308
-0.19117167592048645,4.550000190734863,0.8175792694091797,1759205133210584652
