gnss_x,gnss_y,gnss_z,stamp
89640.95029399438,43154.1912221081,7.545845388098016,1759205192880788083
89640.78680387604,43154.468343216955,7.545822569451516,1759205192931147978
89640.58475307973,43154.73854977828,7.542798479903155,1759205192981638212
89640.43014750352,43155.03770474909,7.545774629767195,1759205193030896567
89640.25766912237,43155.314810007214,7.5497513873181035,1759205193079673836
89640.08891072974,43155.59417476056,7.55272814480697,1759205193129669631
89639.96411673287,43155.93111771346,7.549703318376309,1759205193179358938
89639.78480387604,43156.200243216954,7.548680499321364,1759205193231604273
89639.61484750354,43156.4899047491,7.548656648826153,1759205193280679506
89639.44634750354,43156.7804047491,7.547632798260203,1759205193331465889
89639.27144592867,43157.09452231102,7.589607308461666,1759205193381377311
89639.10064750354,43157.3837047491,7.5945834577480085,1759205193431754370
89638.9321810977,43157.67432423152,7.599559606963609,1759205193480909152
89638.76364750354,43157.9648047491,7.604535756108518,1759205193531564712
89638.54919467965,43158.23259672167,7.6405112422251165,1759205193581822821
89638.39934750354,43158.5350047491,7.64648739123929,1759205193628364577
89638.2168063746,43158.82270420789,7.652463116600686,1759205193685762756
89638.03927241627,43159.113283469516,7.658438841895574,1759205193734633060
89637.86161682161,43159.40384950246,7.678414567123987,1759205193781205609
89637.68417241627,43159.69448346952,7.688390292285916,1759205193833749495
89637.5025393499,43159.97163273929,7.698366625206766,1759205193880317171
89637.32897241625,43160.26468346951,7.708342350239754,1759205193930883120
89637.08758950951,43160.55443018086,7.7003153495265195,1759205193984245349
89636.91475141922,43160.85460172795,7.7082906508655995,1759205194033609619
89636.71437220353,43161.14242649974,7.716265528577644,1759205194080995930
89636.53245141922,43161.43620172795,7.723240829794108,1759205194129227664
89636.37790482184,43161.746042577135,7.713216370218795,1759205194189434274
89636.17755141921,43162.02850172795,7.720191671302132,1759205194230932980
89635.99098562842,43162.319323683034,7.7271669723229195,1759205194280621522
89635.80435141921,43162.61000172795,7.7341422732814,1759205194335688914
89635.6080097215,43162.911459151466,7.740116542758095,1759205194381068906
89635.42225141922,43163.20270172795,7.745091843589535,1759205194435654474
89635.22572582736,43163.50400481964,7.750066112935173,1759205194481177228
89635.04023894273,43163.79545788448,7.7550414136395105,1759205194530762225
89634.80871774635,43164.06317491131,7.754016051535146,1759205194585440960
89634.61227533562,43164.36013221724,7.760990505042635,1759205194635961224
89634.41703044984,43164.64032175761,7.767965989926438,1759205194683418625
89634.21177533563,43164.930832217244,7.773940443327433,1759205194741339807
89634.07365928881,43165.272785965964,7.7649147671140355,1759205194785801864
89633.85257220353,43165.54862649974,7.76788964391875,1759205194830885683
89633.65698891814,43165.83943774339,7.770864520665228,1759205194879823739
89633.46127220352,43166.13032649974,7.773839397353157,1759205194935595530
89633.22561033582,43166.41229277472,7.798813003404682,1759205194981067515
89633.02927533562,43166.709332217244,7.804787456458335,1759205195035799268
89632.83807220352,43167.00332649974,7.810762332979401,1759205195081226691
89632.62887533562,43167.291132217244,7.81673678592238,1759205195130830083
89632.4201697832,43167.56822962738,7.816711846743225,1759205195184220606
89632.21940973066,43167.86205641612,7.822686299581584,1759205195237729472
89632.01467533562,43168.15293221724,7.828660752365742,1759205195281064082
89631.80986085524,43168.44392202697,7.834635205095445,1759205195337598656
89631.59582999565,43168.74581814288,7.823608626314005,1759205195386720982
89631.37830499123,43169.03406222531,7.82658265542657,1759205195430964342
89631.17372096969,43169.31419390232,7.82955771594947,1759205195480854806
89630.97300973066,43169.60805641612,7.832532168466152,1759205195537377823
89630.71195281247,43169.872813549,7.831505534890006,1759205195578622785
89630.50071033582,43170.17339277472,7.8354791403136375,1759205195628596193
89630.28696433072,43170.45351050677,7.839453777158383,1759205195681940189
89630.06401033583,43170.74459277473,7.84442738249183,1759205195731080228
89629.80015110387,43170.898205728816,7.815406459575314,1759205195778857961
89629.59598649509,43171.19538416276,7.817380857320408,1759205195836250972
89629.35956503307,43171.44985275491,7.819355863020981,1759205195879472389
89629.11449813232,43171.70458832664,7.821330445213334,1759205195938661137
89628.83886256228,43171.88090140386,7.812307643843624,1759205195987401107
89628.60112342333,43172.131853688676,7.811283018515063,1759205196029292108
89628.33392853307,43172.34877537538,7.810258577694064,1759205196079795382
89628.07406595767,43172.57391859535,7.810234136878471,1759205196128677015
89627.92152822616,43172.84246382685,7.81621247589927,1759205196179728417
89627.6389331031,43173.03758530013,7.817188458555272,1759205196230387585
89627.38374309707,43173.24657912131,7.817165049214815,1759205196279046913
89627.13722914303,43173.476380884116,7.818141031876749,1759205196329437264
89626.78391061228,43173.52751727779,7.812119945751519,1759205196379103578
89626.5433594286,43173.771483830875,7.813096905522123,1759205196430375477
89626.26968690597,43173.946250046014,7.814074473318222,1759205196481412754
89625.98909571806,43174.12408321375,7.814051617667566,1759205196528501306
89625.71982942642,43174.25769199903,7.7900314330005145,1759205196578607516
89625.44562076883,43174.43507067974,7.788009185408541,1759205196628337057
89625.16284263378,43174.58702063852,7.785987545852656,1759205196684839449
89624.87326940923,43174.74293564042,7.783965482861369,1759205196730294680
89624.6246792852,43174.89588344437,7.7779457217609504,1759205196779401448
89624.32978259088,43175.031110809265,7.774924266837637,1759205196830378843
89624.05243117522,43175.18178108792,7.771903235405894,1759205196881515188
89623.75920126085,43175.30825663883,7.768882388556527,1759205196929336880
89623.53153869112,43175.52909344624,7.76286080351985,1759205196980674845
89623.24464737141,43175.649585115665,7.759840195629131,1759205197030601588
89622.9680774804,43175.81238183685,7.756818556295308,1759205197081110987
89622.68533117522,43175.95308108792,7.753797525004735,1759205197130955990
89622.4761182605,43176.17084408833,7.744776786960294,1759205197181273918
89622.18798001602,43176.302196178935,7.740755571155589,1759205197230870118
89621.91819496879,43176.46092160288,7.73773435537646,1759205197279693064
89621.65943764595,43176.622669939075,7.7337135630720155,1759205197331130791
89621.56541710767,43176.94802964379,7.718692141100746,1759205197381552935
89621.26649005486,43177.08660943639,7.71467037164566,1759205197431651865
89621.0364017423,43177.2818451152,7.711649025645563,1759205197480881262
89620.8033017423,43177.4733451152,7.7076276796526315,1759205197531369981
89620.7074031256,43177.74741019048,7.704608320552566,1759205197581761894
89620.46173727019,43177.91641848382,7.699587636844036,1759205197642781277
