gyro_z,stamp
0.0026676875565927113,1759220271035392858
0.0026676875565927113,1759220271060844076
0.0018683002301746778,1759220271104035489
0.005332312443407289,1759220271136541088
0.006398162677385801,1759220271179735705
0.005598774827368992,1759220271203783016
0.004266462558494628,1759220271236129545
3.0633679098338723e-06,1759220271280950571
0.004532924942456331,1759220271304040752
0.0034670750575436695,1759220271335524009
0.006931086747177505,1759220271379743251
0.003733537441505372,1759220271403343265
0.004799387500950958,1759220271434988730
0.004,1759220271459810342
0.0024012251726310083,1759220271503174013
0.003733537441505372,1759220271536117340
0.002134763137735156,1759220271579782518
0.0034670750575436695,1759220271603303731
0.0026676875565927113,1759220271636409722
0.0016018373226141997,1759220271661944509
0.001068913252822495,1759220271704216646
0.0026676875565927113,1759220271736381683
0.005865236862264844,1759220271779238644
0.001068913252822495,1759220271803956509
0.003200612499049042,1759220271836388883
0.004532924942456331,1759220271861282691
0.003200612499049042,1759220271904434018
0.0018683002301746778,1759220271937229384
0.006131699769825322,1759220271980166158
-0.000796323609442348,1759220272004032906
0.006131699769825322,1759220272036075387
0.004266462558494628,1759220272061356758
0.0024012251726310083,1759220272103440965
0.000535987437701539,1759220272136494954
0.005598774827368992,1759220272180463283
0.004532924942456331,1759220272204259538
0.005332312443407289,1759220272236150424
0.003200612499049042,1759220272280165410
-0.0018621752396842618,1759220272304534588
-0.0002633995396506446,1759220272336241352
0.007464012562298461,1759220272379423133
0.003733537441505372,1759220272403789587
0.0013353744150537217,1759220272435585529
0.0016018373226141997,1759220272461740422
0.002934150115087339,1759220272503384923
0.004266462558494628,1759220272536059203
0.002134763137735156,1759220272580213004
0.006131699769825322,1759220272603213470
0.0018683002301746778,1759220272635602370
0.0016018373226141997,1759220272660769798
0.007464012562298461,1759220272703473661
3.0633679098338723e-06,1759220272735371856
0.0026676875565927113,1759220272760750440
0.0024012251726310083,1759220272803392369
0.0008024503452620162,1759220272835724150
0.003733537441505372,1759220272860788328
0.001068913252822495,1759220272903372127
0.004,1759220272935499070
0.004,1759220272980455860
0.0026676875565927113,1759220273004039817
0.004,1759220273035122620
0.0008024503452620162,1759220273079994224
0.0018683002301746778,1759220273104025371
0.003733537441505372,1759220273137030974
0.004266462558494628,1759220273179583917
0.0026676875565927113,1759220273203637024
-0.00106278826233208,1759220273235885899
0.0034670750575436695,1759220273261060558
0.0002695262754703123,1759220273303138816
0.004266462558494628,1759220273336665050
0.005065849884912661,1759220273359894417
0.004266462558494628,1759220273403437941
0.0024012251726310083,1759220273435753860
0.0013353744150537217,1759220273479513223
0.0016018373226141997,1759220273503246694
0.005598774827368992,1759220273535447545
-0.0013292494245633057,1759220273561243764
0.003733537441505372,1759220273603455142
0.0018683002301746778,1759220273635938834
0.009595712332123786,1759220273679593859
0.000535987437701539,1759220273703569136
0.0034670750575436695,1759220273735564291
0.005598774827368992,1759220273779415921
0.002134763137735156,1759220273803526896
0.005865236862264844,1759220273835255548
0.003733537441505372,1759220273860940199
0.0016018373226141997,1759220273903552996
0.0013353744150537217,1759220273936117474
0.0018683002301746778,1759220273979525762
0.003200612499049042,1759220274003649383
0.003733537441505372,1759220274035739456
0.006398162677385801,1759220274060725670
0.003200612499049042,1759220274103609939
0.005332312443407289,1759220274136394853
0.000535987437701539,1759220274179898127
0.005065849884912661,1759220274203507380
0.004,1759220274235223434
0.003733537441505372,1759220274279569196
0.005332312443407289,1759220274303523756
0.004,1759220274335521920
-0.0013292494245633057,1759220274360705280
0.0026676875565927113,1759220274402568170
