ekf_x,ekf_y,ekf_yaw,stamp
89633.9665,43125.0235,0.0,1759220274192126243
89633.9665,43125.0235,0.0,1759220274300070470
89633.9665,43125.0235,0.0,1759220274325463868
89633.9665,43125.0235,0.0,1759220274335919948
89633.9710026458,43125.02345000001,0.0,1759220274362764148
89633.97100264457,43125.02345000001,0.0,1759220274378706645
89633.97100264784,43125.02345000001,0.0,1759220274394677465
89633.969499663,43125.02346666667,0.0,1759220274417168071
89633.9694995963,43125.02346666667,0.0,1759220274435447325
89633.96874786342,43125.023475,7.584496605766969e-08,1759220274462672127
89633.96874788037,43125.023475,7.584496605766992e-08,1759220274478611258
89633.96874784822,43125.023475,7.584496605766951e-08,1759220274495984763
89633.96829615415,43125.02348,-4.219356140468504e-07,1759220274522884107
89633.96829610158,43125.02348,-4.219356140468524e-07,1759220274534870841
89633.96799479956,43125.02348333334,-9.502587816401767e-07,1759220274557206918
89633.9679947372,43125.02348333334,-9.502587816401041e-07,1759220274575289304
89633.96799477561,43125.02348333334,-9.502587816379669e-07,1759220274599234022
89633.96776454111,43125.021899999825,0.0004295979712145517,1759220274622083436
89633.96776450134,43125.02189999981,0.0004295979712145478,1759220274636006767
89633.96759173652,43125.02071249964,0.0007880672827865734,1759220274661983864
89633.96759169598,43125.02071249961,0.0007880672827865632,1759220274674742781
89633.96745692533,43125.019788888065,0.0010640691399750356,1759220274698154696
89633.96745694098,43125.01978888806,0.0010640691401074757,1759220274719132687
89633.96745691197,43125.01978888803,0.001064069140107459,1759220274736198703
89633.9673490148,43125.019049998475,0.001273365308589203,1759220274762800409
89633.96734902046,43125.019049998475,0.0012733653086315843,1759220274778826024
89633.96734900882,43125.01904999846,0.0012733653086315828,1759220274794917852
89633.96726980626,43125.01945454323,0.0009502726716898059,1759220274816993362
89633.96726978451,43125.01945454321,0.0009502726716897886,1759220274835342097
89633.96720371305,43125.01979166353,0.0006993696397569356,1759220274863363437
89633.96720368447,43125.01979166351,0.0006993696397568786,1759220274876276901
89633.9671474827,43125.02007691874,0.0004969372030112827,1759220274903338848
89633.96714749365,43125.02007691876,0.0004969372032039495,1759220274919002963
89633.96714747488,43125.02007691875,0.0004969372032039401,1759220274934942948
89633.96709924893,43125.0203214232,0.00033016839340460266,1759220274956875896
89633.96709925264,43125.0203214232,0.00033016839342248295,1759220274979555384
89633.9676809279,43125.0197866809,0.0006205691990533672,1759220274999755828
89633.96768059976,43125.01978668083,0.0006205691989638997,1759220275018821782
89633.96768078438,43125.01978668095,0.00062056919896389,1759220275035852352
89633.96819007845,43125.019318781095,0.0008503275649639324,1759220275060271552
89633.96819036349,43125.019318781335,0.000850327564963864,1759220275074589600
89633.96864277223,43125.018905929974,0.0006185742322467047,1759220275098827977
89633.96864265678,43125.01890592985,0.0006185742320027908,1759220275118670489
89633.96864285352,43125.018905929974,0.00061857423200277,1759220275136030446
89633.96904548626,43125.01853895107,0.00023347833102964173,1759220275162570754
89633.96904544637,43125.018538951015,0.00023347833101202033,1759220275179803053
89633.96940778813,43125.01821060178,-0.00036579037690985457,1759220275197766481
