gnss_x,gnss_y,gnss_z,stamp
89633.9664,43125.0124,7.250107653889145,1759220270842422241
89633.9664,43125.0124,7.250107653889145,1759220270896390477
89633.9664,43125.0124,7.250107653889145,1759220270943375273
89633.9665,43125.0235,7.250107046790319,1759220270993507514
89633.9665,43125.0235,7.250107046790319,1759220271043577053
89633.9665,43125.0235,7.250107046790319,1759220271093749752
89633.9665,43125.0235,7.250107046790319,1759220271143823387
89633.9755,43125.023400000005,7.247107470611752,1759220271193781914
89633.9755,43125.023400000005,7.247107470611752,1759220271243620787
89633.9755,43125.023400000005,7.247107470611752,1759220271297353319
89633.9755,43125.023400000005,7.247107470611752,1759220271343946520
89633.9665,43125.0235,7.247107046790319,1759220271393447139
89633.9665,43125.0235,7.247107046790319,1759220271443551080
89633.9665,43125.0235,7.247107046790319,1759220271494767890
89633.9665,43125.0235,7.247107046790319,1759220271543524357
89633.9755,43125.023400000005,7.24810747061175,1759220271593547015
89633.9665,43125.0235,7.248107046790317,1759220271643249877
89633.9665,43125.0235,7.248107046790317,1759220271694438690
89633.9665,43125.0235,7.248107046790317,1759220271743399649
89633.9665,43125.0235,7.246107046790314,1759220271791849058
89633.9665,43125.0235,7.246107046790314,1759220271845592390
89633.9664,43125.0124,7.2461076538891405,1759220271897525889
89633.9754,43125.0123,7.246108077710659,1759220271945959988
89633.9665,43125.0235,7.241107046790319,1759220271995463462
89633.9665,43125.0235,7.241107046790319,1759220272043897641
89633.9665,43125.0235,7.241107046790319,1759220272095020319
89633.9665,43125.0235,7.241107046790319,1759220272141776204
89633.9664,43125.0124,7.244107653889145,1759220272194286019
89633.9664,43125.0124,7.244107653889145,1759220272245338412
89633.9664,43125.0124,7.244107653889145,1759220272293622780
89633.9664,43125.0124,7.244107653889145,1759220272343774182
89633.9664,43125.0124,7.251107653889143,1759220272394702722
89633.9664,43125.0124,7.251107653889143,1759220272445874997
89633.9664,43125.0124,7.251107653889143,1759220272495247029
89633.9664,43125.0124,7.251107653889143,1759220272545641738
