vx,vy,stamp
0.0,0.0,1759202857674040944
0.0,0.0,1759202857674135075
0.0,0.0,1759202857674215273
0.0,0.0,1759202857674256966
0.0,0.0,1759202857686193415
0.0,0.0,1759202857699559800
0.0,0.0,1759202857712630027
0.0,0.0,1759202857726209285
0.0,0.0,1759202857739547084
0.0,0.0,1759202857752460497
0.0,0.0,1759202857767070894
0.0,0.0,1759202857780458227
0.0,0.0,1759202857793334214
0.0,0.0,1759202857807004659
0.0,0.0,1759202857820509062
0.0,0.0,1759202857833754512
0.0,0.0,1759202857846722040
0.0,0.0,1759202857861418316
0.0,0.0,1759202857874557505
0.0,0.0,1759202857888152991
0.0,0.0,1759202857901117153
0.0,0.0,1759202857914637601
0.0,0.0,1759202857927540650
0.0,0.0,1759202857940948345
0.0,0.0,1759202857954198779
0.0,0.0,1759202857968482958
0.0,0.0,1759202857982115652
0.0,0.0,1759202857995028364
0.0,0.0,1759202858008583445
0.0,0.0,1759202858021902549
0.0,0.0,1759202858035153374
0.0,0.0,1759202858048131962
0.0,0.0,1759202858063115858
0.0,0.0,1759202858075891997
0.0,0.0,1759202858089614080
0.0,0.0,1759202858102729704
0.0,0.0,1759202858116149987
0.0,0.0,1759202858129508501
0.0,0.0,1759202858142169704
0.0,0.0,1759202858155482187
0.0,0.0,1759202858170544623
0.0,0.0,1759202858184017126
0.0,0.0,1759202858197203700
0.0,0.0,1759202858209694516
0.0,0.0,1759202858223575290
0.0,0.0,1759202858236816150
0.0,0.0,1759202858250171623
0.0,0.0,1759202858264854416
0.0,0.0,1759202858278246191
0.0,0.0,1759202858291669093
0.0,0.0,1759202858304854159
0.0,0.0,1759202858317959716
0.0,0.0,1759202858331248761
0.0,0.0,1759202858344423770
0.0,0.0,1759202858359162439
0.0,0.0,1759202858372654491
0.0,0.0,1759202858385846858
0.0,0.0,1759202858398777017
0.0,0.0,1759202858412312286
0.0,0.0,1759202858425527241
0.0,0.0,1759202858438324007
0.0,0.0,1759202858451851564
0.0,0.0,1759202858467162248
0.0,0.0,1759202858479860393
0.0,0.0,1759202858493747827
0.0,0.0,1759202858507263806
0.0,0.0,1759202858520442972
0.0,0.0,1759202858533255650
0.0,0.0,1759202858546651575
0.0,0.0,1759202858561078529
0.0,0.0,1759202858574587938
0.0,0.0,1759202858587731107
0.0,0.0,1759202858601059677
0.0,0.0,1759202858613518116
0.0,0.0,1759202858627585486
0.0,0.0,1759202858640745164
0.0,0.0,1759202858654101351
0.0,0.0,1759202858668635581
0.0,0.0,1759202858682135103
0.0,0.0,1759202858695405743
0.0,0.0,1759202858708110825
0.0,0.0,1759202858721798711
0.0,0.0,1759202858735076324
0.0,0.0,1759202858748552062
0.0,0.0,1759202858763126992
0.0,0.0,1759202858776576886
0.0,0.0,1759202858789509335
0.0,0.0,1759202858803019790
0.0,0.0,1759202858816171946
0.0,0.0,1759202858829428808
0.0,0.0,1759202858842745369
0.0,0.0,1759202858855920274
0.0,0.0,1759202858870516705
0.0,0.0,1759202858884045583
0.0,0.0,1759202858896674647
0.0,0.0,1759202858910560948
0.0,0.0,1759202858923826706
0.0,0.0,1759202858936973656
0.0,0.0,1759202858949971952
0.0,0.0,1759202858965044988
0.0,0.0,1759202858978436834
0.0,0.0,1759202858991335900
0.0,0.0,1759202859004799032
0.0,0.0,1759202859018094178
0.0,0.0,1759202859030713280
0.0,0.0,1759202859045043677
0.0,0.0,1759202859059432656
0.0,0.0,1759202859072867777
0.0,0.0,1759202859086478681
0.0,0.0,1759202859099372805
0.0,0.0,1759202859112726266
0.0,0.0,1759202859125986687
0.0,0.0,1759202859138887208
0.0,0.0,1759202859152064812
0.0,0.0,1759202859166723501
0.0,0.0,1759202859180540163
0.0,0.0,1759202859193562712
0.0,0.0,1759202859206864342
0.0,0.0,1759202859220283116
0.0,0.0,1759202859233571164
0.0,0.0,1759202859246923652
0.0,0.0,1759202859261399151
0.0,0.0,1759202859275110348
0.0,0.0,1759202859288087723
0.0,0.0,1759202859301373797
0.0,0.0,1759202859314573712
0.0,0.0,1759202859327814898
0.0,0.0,1759202859341532300
0.0,0.0,1759202859354159272
0.0,0.0,1759202859368953523
0.0,0.0,1759202859382834292
0.0,0.0,1759202859396085082
0.0,0.0,1759202859408971664
0.0,0.0,1759202859422014574
0.0,0.0,1759202859435399442
0.0,0.0,1759202859448802076
0.0,0.0,1759202859463483167
0.0,0.0,1759202859476836586
0.0,0.0,1759202859489713099
0.0,0.0,1759202859503407624
0.0,0.0,1759202859516499391
0.0,0.0,1759202859529296411
0.0,0.0,1759202859542738623
0.0,0.0,1759202859556039624
0.0,0.0,1759202859570519180
0.0,0.0,1759202859584037255
0.0,0.0,1759202859597335456
0.0,0.0,1759202859610700933
0.0,0.0,1759202859623818869
0.0,0.0,1759202859636467562
0.0,0.0,1759202859650447081
0.0,0.0,1759202859664985840
0.0,0.0,1759202859678520703
0.0,0.0,1759202859691882278
0.0,0.0,1759202859704857004
0.0,0.0,1759202859717653265
0.0,0.0,1759202859731435691
0.0,0.0,1759202859743774944
0.0,0.0,1759202859759121380
0.0,0.0,1759202859772675291
0.0,0.0,1759202859786201695
0.0,0.0,1759202859799103345
0.0,0.0,1759202859812367462
0.0,0.0,1759202859825884896
0.0,0.0,1759202859839241180
0.0,0.0,1759202859852622435
0.0,0.0,1759202859867303142
0.0,0.0,1759202859880730879
0.0,0.0,1759202859893270593
0.0,0.0,1759202859907399780
0.0,0.0,1759202859920649662
0.0,0.0,1759202859933536108
0.0,0.0,1759202859947054777
0.0,0.0,1759202859961272528
0.0,0.0,1759202859974986478
0.0,0.0,1759202859988307995
0.0,0.0,1759202860001479884
0.0,0.0,1759202860014631044
0.0,0.0,1759202860027840621
0.0,0.0,1759202860040889661
0.0,0.0,1759202860054132577
0.0,0.0,1759202860068982758
0.0,0.0,1759202860082357711
0.0,0.0,1759202860095721128
0.0,0.0,1759202860108431048
0.0,0.0,1759202860121411312
0.0,0.0,1759202860135192299
0.0,0.0,1759202860148442205
0.0,0.0,1759202860162620312
0.0,0.0,1759202860176515511
0.0,0.0,1759202860190035562
0.0,0.0,1759202860203142375
0.0,0.0,1759202860216192038
0.0,0.0,1759202860229281837
0.0,0.0,1759202860242663278
0.0,0.0,1759202860255837231
0.0,0.0,1759202860270554912
0.0,0.0,1759202860284021797
0.0,0.0,1759202860297201851
0.0,0.0,1759202860310707298
0.0,0.0,1759202860323740895
0.0,0.0,1759202860337659490
0.0,0.0,1759202860350689122
0.0,0.0,1759202860365436797
0.0,0.0,1759202860378652072
0.0,0.0,1759202860391835421
0.0,0.0,1759202860405359353
0.0,0.0,1759202860418580218
0.0,0.0,1759202860431334795
0.0,0.0,1759202860444098670
0.0,0.0,1759202860459464692
0.0,0.0,1759202860472624504
0.0,0.0,1759202860485977903
0.0,0.0,1759202860498465933
0.0,0.0,1759202860511667197
0.0,0.0,1759202860526054007
0.0,0.0,1759202860538854142
0.0,0.0,1759202860552270238
0.0,0.0,1759202860567067129
0.0,0.0,1759202860580053335
0.0,0.0,1759202860593777457
0.0,0.0,1759202860607029122
0.0,0.0,1759202860620088126
0.0,0.0,1759202860633730551
0.0,0.0,1759202860647195017
0.0,0.0,1759202860661484548
0.0,0.0,1759202860674813981
0.0,0.0,1759202860688204401
0.0,0.0,1759202860700802336
0.0,0.0,1759202860714672404
0.0,0.0,1759202860727451717
0.0,0.0,1759202860740802371
0.0,0.0,1759202860753473982
0.0,0.0,1759202860768640303
0.0,0.0,1759202860782100636
0.0,0.0,1759202860795438641
0.0,0.0,1759202860808634328
0.0,0.0,1759202860822040272
0.0,0.0,1759202860835176929
0.0,0.0,1759202860848699085
0.0,0.0,1759202860863136382
0.0,0.0,1759202860876666276
0.0,0.0,1759202860889983907
0.0,0.0,1759202860903200637
0.0,0.0,1759202860916250165
0.0,0.0,1759202860929588433
0.0,0.0,1759202860942410648
0.0,0.0,1759202860955695327
0.0,0.0,1759202860970504369
0.0,0.0,1759202860984090758
0.0,0.0,1759202860997076607
0.0,0.0,1759202861010345973
0.0,0.0,1759202861023675089
0.0,0.0,1759202861036969191
0.0,0.0,1759202861050285575
0.0,0.0,1759202861065161501
0.0,0.0,1759202861078553863
0.0,0.0,1759202861091868426
0.0,0.0,1759202861104808408
0.0,0.0,1759202861118382395
0.0,0.0,1759202861131626216
0.0,0.0,1759202861144804643
0.0,0.0,1759202861159331853
0.0,0.0,1759202861172725841
0.0,0.0,1759202861186010044
0.0,0.0,1759202861199200245
0.0,0.0,1759202861212545148
