loc_acc_x,loc_acc_y,stamp
5.588448581807594e-06,0.0,1759202857674095057
5.90520667604936e-06,0.0,1759202857674179557
5.5033087950608595e-06,0.0,1759202857675307587
3.1580355463367922e-06,0.0,1759202857697583719
4.420719009508794e-06,0.0,1759202857714678545
3.4968670832915687e-06,0.0,1759202857736671807
4.320690345688103e-06,0.0,1759202857755670781
4.14639172599585e-06,0.0,1759202857774961005
-1.865696197658636e-05,0.0,1759202857796024400
4.208793605212319e-06,0.0,1759202857815341051
-1.6401542302067945e-05,0.0,1759202857836620071
8.136475495541971e-06,0.0,1759202857855236308
8.964560816379024e-06,0.0,1759202857874347001
-1.2230037071560455e-06,0.0,1759202857896494343
4.331283928633452e-06,0.0,1759202857914453328
-1.1552846742860403e-06,0.0,1759202857936379664
4.388468134015081e-06,0.0,1759202857955201311
1.0944549453738627e-05,0.0,1759202857975279234
9.505629579503471e-06,0.0,1759202857995990858
1.004800023274113e-05,0.0,1759202858015293391
8.328812913789013e-06,0.0,1759202858035984715
8.385251195719626e-06,0.0,1759202858055280952
7.611663813736675e-06,0.0,1759202858074699805
6.521941107088362e-06,0.0,1759202858096727876
6.0698135154953846e-06,0.0,1759202858114285501
5.286572318843167e-06,0.0,1759202858136181456
4.954022356734434e-06,0.0,1759202858154777198
4.692734597932617e-06,0.0,1759202858176114416
3.489744623640248e-06,0.0,1759202858196053215
3.8031795461738306e-06,0.0,1759202858215722012
2.7328508633645747e-06,0.0,1759202858235373553
3.1111739286473697e-06,0.0,1759202858256104577
2.8886515322396925e-06,0.0,1759202858274459689
2.300993874064245e-06,0.0,1759202858297063958
2.346686770684723e-06,0.0,1759202858314294186
1.9478469928433077e-06,0.0,1759202858336337050
1.969564404548493e-06,0.0,1759202858355103127
1.821944027175856e-06,0.0,1759202858374894736
-1.582373971218953e-05,0.0,1759202858396816266
2.2372657134328145e-06,0.0,1759202858416343342
-8.110325858254712e-06,0.0,1759202858435578231
2.2410239924923506e-06,0.0,1759202858455626677
4.171776519391409e-06,0.0,1759202858474671538
-1.591906512435412e-05,0.0,1759202858495872292
4.9107219450121496e-06,0.0,1759202858515096722
-1.386755340684709e-05,0.0,1759202858535766351
6.469389808617053e-06,0.0,1759202858555673963
7.298648087952577e-06,0.0,1759202858574607536
1.911005107121846e-05,0.0,1759202858596618324
1.2296295000308209e-05,0.0,1759202858614622348
1.639439559539511e-05,0.0,1759202858636136630
9.497586879326326e-06,0.0,1759202858654871357
2.083071670641412e-06,0.0,1759202858675626038
2.231969032922195e-05,0.0,1759202858695625847
1.3521627856651897e-06,0.0,1759202858715093607
2.0158751441618293e-05,0.0,1759202858735343760
-5.617698228070228e-07,0.0,1759202858755801643
-2.0222532721152994e-06,0.0,1759202858774419736
-3.8358073512964665e-06,0.0,1759202858796649627
-3.4813253448841517e-06,0.0,1759202858814712907
-3.436066533088154e-06,0.0,1759202858836537745
-2.9716309730362336e-06,0.0,1759202858854647367
-2.5340874155241353e-06,0.0,1759202858875851994
-2.7797435045761443e-06,0.0,1759202858895667152
-2.0574808326554863e-06,0.0,1759202858915311163
-2.296271378775659e-06,0.0,1759202858935606668
-1.614125179223595e-06,0.0,1759202858955425352
-1.3976422935669278e-06,0.0,1759202858974948304
-1.4634414944875543e-06,0.0,1759202858996578254
-1.1407640732546486e-06,0.0,1759202859014254233
-9.353765780271346e-06,0.0,1759202859036461514
-2.123912848432951e-06,0.0,1759202859054585926
-5.493228392255385e-07,0.0,1759202859074711080
-9.093172204915664e-06,0.0,1759202859097078441
