steer,stamp
-0.00015573707059957087,1759202857674035753
-0.0001611073239473626,1759202857674132273
-0.00015573707059957087,1759202857674212391
-0.00015573707059957087,1759202857674254326
-0.00015036683180369437,1759202857674292086
-0.00015036683180369437,1759202857674302724
-0.00015573707059957087,1759202857674314146
-0.00015573707059957087,1759202857674325248
-0.00015573707059957087,1759202857674336303
-0.00015573707059957087,1759202857678310268
-0.00015573707059957087,1759202857683320698
-0.00015036683180369437,1759202857688298818
-0.00015573707059957087,1759202857693414245
-0.00015573707059957087,1759202857698372925
-0.00015573707059957087,1759202857703281566
-0.0001611073239473626,1759202857708303386
-0.00015573707059957087,1759202857713342971
-0.00015573707059957087,1759202857718299443
-0.0001611073239473626,1759202857723289295
-0.00015573707059957087,1759202857728326118
-0.00015573707059957087,1759202857733270445
-0.0001664775627432391,1759202857738292504
-0.0001611073239473626,1759202857743333937
-0.0001611073239473626,1759202857748331230
-0.0001611073239473626,1759202857753475257
-0.00015573707059957087,1759202857758331411
-0.0001611073239473626,1759202857763306177
-0.0001611073239473626,1759202857768343432
-0.00015573707059957087,1759202857773259297
-0.00015573707059957087,1759202857778342624
-0.00015573707059957087,1759202857783270441
-0.00015573707059957087,1759202857788278883
-0.0001611073239473626,1759202857793620259
-0.00015573707059957087,1759202857798356643
-0.00015573707059957087,1759202857803598664
-0.00015573707059957087,1759202857808297892
-0.0001611073239473626,1759202857813244042
-0.0001664775627432391,1759202857818293901
-0.0001611073239473626,1759202857823326323
-0.0001611073239473626,1759202857828302187
-0.0001611073239473626,1759202857833628467
-0.00015573707059957087,1759202857838322261
-0.00015573707059957087,1759202857843309374
-0.0001611073239473626,1759202857848316340
-0.00015573707059957087,1759202857853258034
-0.00015573707059957087,1759202857858304473
-0.00015573707059957087,1759202857863326057
-0.00015573707059957087,1759202857868291315
-0.00015036683180369437,1759202857873382715
-0.00015573707059957087,1759202857878277747
-0.0001611073239473626,1759202857883336975
-0.00015573707059957087,1759202857888303863
-0.00015573707059957087,1759202857893340490
-0.0001611073239473626,1759202857898333796
-0.0001611073239473626,1759202857903289216
-0.0001664775627432391,1759202857908303491
-0.0001611073239473626,1759202857913361880
-0.00015573707059957087,1759202857918288196
-0.00015573707059957087,1759202857923382671
-0.00015036683180369437,1759202857928292563
-0.00015573707059957087,1759202857933341233
-0.00015573707059957087,1759202857938322885
-0.00015573707059957087,1759202857943334897
-0.00015573707059957087,1759202857948318914
-0.00015573707059957087,1759202857953259569
-0.00015573707059957087,1759202857958283599
-0.00015573707059957087,1759202857963294783
-0.0001611073239473626,1759202857968265460
-0.0001611073239473626,1759202857973283626
-0.0001611073239473626,1759202857978291974
-0.0001611073239473626,1759202857983320215
-0.00015573707059957087,1759202857988293693
-0.0001611073239473626,1759202857993300787
-0.00015573707059957087,1759202857998338137
-0.00015573707059957087,1759202858003311946
-0.00015573707059957087,1759202858008272587
-0.00015036683180369437,1759202858013322194
-0.00015036683180369437,1759202858018312093
-0.00015573707059957087,1759202858023323294
-0.00015573707059957087,1759202858028319975
-0.0001611073239473626,1759202858033280672
-0.00015573707059957087,1759202858038295772
-0.00015573707059957087,1759202858043270867
