steer,stamp
-0.0001664775627432391,1759203754819593579
-0.0001718478015391156,1759203754819675342
-0.0001611073239473626,1759203754819742564
-0.00015573707059957087,1759203754819776650
-0.00015573707059957087,1759203754819806872
-0.00015573707059957087,1759203754819816638
-0.0001611073239473626,1759203754819826355
-0.0001611073239473626,1759203754819836151
-0.0001611073239473626,1759203754819845673
-0.0001611073239473626,1759203754822654474
-0.0001664775627432391,1759203754827669386
-0.0001664775627432391,1759203754832557969
-0.0001664775627432391,1759203754837647424
-0.0001611073239473626,1759203754842614806
-0.0001611073239473626,1759203754847618392
-0.0001611073239473626,1759203754852626956
-0.00015573707059957087,1759203754857587078
-0.0001611073239473626,1759203754862648626
-0.0001611073239473626,1759203754867580253
-0.0001664775627432391,1759203754872571636
-0.0001664775627432391,1759203754877610151
-0.0001664775627432391,1759203754882659876
-0.0001611073239473626,1759203754887590182
-0.0001611073239473626,1759203754892561835
-0.0001611073239473626,1759203754897626835
-0.0001611073239473626,1759203754902595780
-0.0001611073239473626,1759203754907678933
-0.0001664775627432391,1759203754912621027
-0.0001611073239473626,1759203754917611545
-0.0001611073239473626,1759203754922592380
-0.00015573707059957087,1759203754927598834
-0.0001611073239473626,1759203754932623468
-0.0001664775627432391,1759203754937762592
-0.00015573707059957087,1759203754942595069
-0.0001611073239473626,1759203754947670798
-0.00015573707059957087,1759203754952591185
-0.0001611073239473626,1759203754957630964
-0.0001611073239473626,1759203754962638749
-0.0001611073239473626,1759203754967565466
-0.0001611073239473626,1759203754972607183
-0.0001611073239473626,1759203754977634563
-0.00015573707059957087,1759203754982637140
-0.00015573707059957087,1759203754987582335
-0.0001611073239473626,1759203754992683695
-0.0001611073239473626,1759203754997580221
-0.0001664775627432391,1759203755002593860
-0.0001664775627432391,1759203755007646808
-0.0001611073239473626,1759203755012585446
-0.0001611073239473626,1759203755017607014
-0.0001611073239473626,1759203755022616727
-0.0001611073239473626,1759203755027548969
-0.0001611073239473626,1759203755032624059
-0.00015573707059957087,1759203755037629388
-0.0001611073239473626,1759203755042614101
-0.00015573707059957087,1759203755047620280
-0.0001611073239473626,1759203755052589800
-0.0001611073239473626,1759203755057695709
-0.0001664775627432391,1759203755062748800
-0.0001611073239473626,1759203755067598882
-0.0001611073239473626,1759203755072685016
-0.00015573707059957087,1759203755077605513
-0.0001611073239473626,1759203755082602471
-0.0001611073239473626,1759203755087700710
-0.0001664775627432391,1759203755092733299
-0.0001611073239473626,1759203755097583200
-0.0001611073239473626,1759203755102715434
