gyro_z,stamp
0.002934150115087339,1759219277777455704
0.002134763137735156,1759219277777532799
0.0024012251726310083,1759219277777609308
0.0008024503452620162,1759219277789575188
0.005065849884912661,1759219277802600618
0.004266462558494628,1759219277815881891
0.0016018373226141997,1759219277829195041
-0.000796323609442348,1759219277842394180
0.004,1759219277856440636
0.005332312443407289,1759219277870636352
0.007464012562298461,1759219277883850982
0.0016018373226141997,1759219277896903309
0.005065849884912661,1759219277910077616
0.006398162677385801,1759219277923302031
3.0633679098338723e-06,1759219277936527738
0.0008024503452620162,1759219277949777875
0.0018683002301746778,1759219277964379665
0.004266462558494628,1759219277977133523
0.003200612499049042,1759219277991310032
0.0013353744150537217,1759219278004162303
0.0026676875565927113,1759219278017359516
0.004,1759219278029713681
0.005598774827368992,1759219278043740881
0.004,1759219278057725286
0.0018683002301746778,1759219278071601070
0.003733537441505372,1759219278085216073
0.005598774827368992,1759219278097870161
0.0026676875565927113,1759219278110706204
-0.0005298624472111222,1759219278124646559
-0.0005298624472111222,1759219278137720219
0.004266462558494628,1759219278151035754
0.004,1759219278165249722
3.0633679098338723e-06,1759219278179124538
0.005065849884912661,1759219278192218387
0.006131699769825322,1759219278205756072
0.004266462558494628,1759219278218668306
0.0013353744150537217,1759219278231629738
0.002934150115087339,1759219278244995095
0.0016018373226141997,1759219278259842480
0.003200612499049042,1759219278272858519
0.005332312443407289,1759219278286094690
0.003733537441505372,1759219278299331976
0.0016018373226141997,1759219278312521147
0.0024012251726310083,1759219278326089720
0.003200612499049042,1759219278339131667
0.0013353744150537217,1759219278352063555
0.0026676875565927113,1759219278366371986
0.005865236862264844,1759219278380378730
0.0034670750575436695,1759219278393581799
0.003733537441505372,1759219278406842999
0.002134763137735156,1759219278419801002
-0.0018621752396842618,1759219278433197124
0.0024012251726310083,1759219278446508446
0.006398162677385801,1759219278460785286
-0.000796323609442348,1759219278473820384
0.002934150115087339,1759219278486792520
0.002934150115087339,1759219278500649671
0.002934150115087339,1759219278513677874
0.006398162677385801,1759219278526718833
-0.001595712332123785,1759219278540197350
0.004,1759219278553948907
0.002134763137735156,1759219278568468831
