gyro_z,stamp
0.005598774827368992,1759203898658848570
0.004799387500950958,1759203898658936126
0.004,1759203898659007278
0.004799387500950958,1759203898659042372
0.0008024503452620162,1759203898670623933
0.004799387500950958,1759203898683865015
0.005065849884912661,1759203898696768145
0.005865236862264844,1759203898710165973
0.005065849884912661,1759203898724377952
0.003200612499049042,1759203898738418483
0.0066646255849462785,1759203898751437644
0.0008024503452620162,1759203898764878776
0.0013353744150537217,1759203898778330229
0.000535987437701539,1759203898791453564
0.0024012251726310083,1759203898804502258
-0.0002633995396506446,1759203898817794599
0.004,1759203898831606729
0.0066646255849462785,1759203898845979802
0.004,1759203898858333310
0.0034670750575436695,1759203898872321995
0.004266462558494628,1759203898885756684
0.0002695262754703123,1759203898899026870
0.003200612499049042,1759203898912369786
0.001068913252822495,1759203898926843311
0.003733537441505372,1759203898940243876
0.0002695262754703123,1759203898953534606
0.005598774827368992,1759203898966459547
0.0026676875565927113,1759203898980008207
0.0026676875565927113,1759203898993242246
0.006131699769825322,1759203899006078948
0.0013353744150537217,1759203899019785842
0.0026676875565927113,1759203899034322844
0.0024012251726310083,1759203899047419736
0.0008024503452620162,1759203899060901718
0.0024012251726310083,1759203899074210532
0.004532924942456331,1759203899087163398
0.003200612499049042,1759203899100741424
0.003200612499049042,1759203899113994149
0.003200612499049042,1759203899128668532
0.004266462558494628,1759203899142122991
0.005865236862264844,1759203899155366415
0.0026676875565927113,1759203899168588617
3.0633679098338723e-06,1759203899181761925
0.005598774827368992,1759203899195044225
0.006131699769825322,1759203899208299789
0.0013353744150537217,1759203899222822361
0.004,1759203899234994351
0.0018683002301746778,1759203899249340539
0.0002695262754703123,1759203899262630680
0.006398162677385801,1759203899276011710
0.004,1759203899288539475
0.005332312443407289,1759203899302370057
0.0018683002301746778,1759203899315962234
0.0026676875565927113,1759203899330709536
0.0013353744150537217,1759203899344141688
0.0066646255849462785,1759203899357176106
0.0024012251726310083,1759203899370514992
0.0013353744150537217,1759203899383845468
0.004799387500950958,1759203899397099987
0.006131699769825322,1759203899410579461
0.0024012251726310083,1759203899424896891
0.0018683002301746778,1759203899438438684
0.001068913252822495,1759203899451625955
0.004799387500950958,1759203899464907942
0.0002695262754703123,1759203899478121954
0.0018683002301746778,1759203899491350669
0.004266462558494628,1759203899504665061
0.004799387500950958,1759203899517867096
0.005332312443407289,1759203899532403972
0.003200612499049042,1759203899545839547
