loc_acc_x,loc_acc_y,stamp
0.8386430268776159,0.0,1756544183571555937
0.7547787241898544,0.0,1756544183593039019
0.8948844995930751,0.0,1756544183616991927
0.8053939572590162,0.0,1756544183632158598
0.8228298036767461,0.0,1756544183666680879
0.7405468233090715,0.0,1756544183684837154
0.6664921409781643,0.0,1756544183707197627
0.8024003666813957,0.0,1756544183725607578
0.7221603300132562,0.0,1756544183742812507
0.8103156216239384,0.0,1756544183764924852
0.7292840594615446,0.0,1756544183778821785
0.6563556535153902,0.0,1756544183798391693
0.7159915400403459,0.0,1756544183819858106
0.6443891325675036,0.0,1756544183838907139
0.7648763577016116,0.0,1756544183857169911
0.6883887219314504,0.0,1756544183875028892
0.6195464813960628,0.0,1756544183896006670
0.7073626195912096,0.0,1756544183916075141
0.6366263576320886,0.0,1756544183932774386
0.7722283138375128,0.0,1756544183953788282
0.6950054824537615,0.0,1756544183970564756
0.6255049342083854,0.0,1756544184010052524
0.888919789383587,0.0,1756544184014104610
0.800021256571299,0.0,1756544184031359986
0.8521708530100252,0.0,1756544184066165097
0.7669537677090227,0.0,1756544184084318616
0.6902583909381205,0.0,1756544184104445204
0.7246938300932776,0.0,1756544184130406537
0.6522244470839499,0.0,1756544184142297640
0.6802415985894796,0.0,1756544184164159920
0.6122174387305317,0.0,1756544184179536546
0.5509956948574786,0.0,1756544184199782684
0.669872058632359,0.0,1756544184223004786
0.6028848527691231,0.0,1756544184241286618
0.6954646411221055,0.0,1756544184265104044
0.6259181770098949,0.0,1756544184284290117
0.5633263593089055,0.0,1756544184304611042
0.703082211718979,0.0,1756544184326169351
0.6327687116862597,0.0,1756544184345181692
0.7070544749661319,0.0,1756544184365604694
0.6363490274695187,0.0,1756544184387883059
0.7545856146077106,0.0,1756544184409011390
0.6791270531469396,0.0,1756544184425188352
0.6112104494126522,0.0,1756544184448232946
0.6939923287211461,0.0,1756544184467115692
0.6245930958490316,0.0,1756544184486280218
0.5621337862641285,0.0,1756544184504491792
0.6920358968037194,0.0,1756544184527512526
0.6228323071233475,0.0,1756544184542919331
0.6457092211548788,0.0,1756544184563275816
0.581138299039391,0.0,1756544184585164174
0.5230244691354519,0.0,1756544184601021668
0.5531752443478548,0.0,1756544184622714965
0.4978577199130693,0.0,1756544184639247893
0.6303951614456003,0.0,1756544184659502147
0.5673556453010402,0.0,1756544184676658105
0.5106200807709362,0.0,1756544184701790075
0.5966026738052762,0.0,1756544184718492844
0.5369424064247486,0.0,1756544184732668879
0.6707409418402073,0.0,1756544184754730556
0.6036668476561866,0.0,1756544184769308194
0.7033669723575825,0.0,1756544184791458673
0.633028658183564,0.0,1756544184829358168
0.5697257923652076,0.0,1756544184843792773
0.6285908092798428,0.0,1756544184865622254
0.5657317283518585,0.0,1756544184883706195
0.5091585555166727,0.0,1756544184903111137
0.5736006795151871,0.0,1756544184925486190
0.5162406115636684,0.0,1756544184941596382
0.564532086221054,0.0,1756544184962777055
0.5080788775989487,0.0,1756544184978672876
0.45724817041056476,0.0,1756544185000705364
0.5325827084111571,0.0,1756544185022956719
0.4793244375700414,0.0,1756544185035524008
0.6071167127256991,0.0,1756544185056602180
0.5464050414531292,0.0,1756544185072098411
0.4917645373078163,0.0,1756544185093143723
0.6251180933335785,0.0,1756544185113836598
