steering_tire_angle_command,speed_command,acceleration_command,stamp
0.0532153956592083,8.333333015441895,7.253659248352051,1756544183485877721
0.05194259434938431,8.333333015441895,7.209090232849121,1756544183486292370
0.05122726038098335,8.333333015441895,7.209090232849121,1756544183486393224
0.04923053830862045,8.333333015441895,7.170422554016113,1756544183489639915
0.04866739362478256,8.333333015441895,7.170422554016113,1756544183491784944
0.05543559789657593,8.333333015441895,7.170422554016113,1756544183493674117
0.014635595493018627,8.333333015441895,7.170422554016113,1756544183509707124
-0.026164406910538673,8.333333015441895,7.170422554016113,1756544183510937347
-0.028660589829087257,8.333333015441895,7.112817287445068,1756544183530146399
0.011251107789576054,8.333333015441895,7.112817287445068,1756544183531206841
0.014423837885260582,8.333333015441895,7.112818241119385,1756544183550559301
0.024114536121487617,8.333333015441895,7.112818241119385,1756544183551449409
0.019002631306648254,8.333333015441895,7.074306011199951,1756544183569737353
0.02627372369170189,8.333333015441895,7.074306011199951,1756544183569844308
0.02009471505880356,8.333333015441895,7.074306011199951,1756544183589113004
0.026076000183820724,8.333333015441895,7.074306011199951,1756544183591278023
0.019143732264637947,8.333333015441895,7.074306011199951,1756544183610140868
0.025103317573666573,8.333333015441895,7.074306011199951,1756544183612148826
0.009442353621125221,8.333333015441895,7.024722099304199,1756544183627914844
0.01928103342652321,8.333333015441895,7.024722099304199,1756544183631809824
-0.00786860752850771,8.333333015441895,7.024722576141357,1756544183645708004
0.009229650720953941,8.333333015441895,7.024722576141357,1756544183662609587
0.01872868277132511,8.333333015441895,7.024722576141357,1756544183664628663
0.011286187916994095,8.333333015441895,6.9909210205078125,1756544183682644662
0.007469299249351025,8.333333015441895,6.9909210205078125,1756544183686280707
0.015566617250442505,8.333333015441895,6.9909210205078125,1756544183704916093
0.020065126940608025,8.333333015441895,6.9909210205078125,1756544183706389158
0.010919434949755669,8.333333015441895,6.9909210205078125,1756544183722156969
0.01697884127497673,8.333333015441895,6.9909210205078125,1756544183722943486
0.007487679831683636,8.333333015441895,6.944332599639893,1756544183739769223
0.014581248164176941,8.333333015441895,6.944332599639893,1756544183741740321
0.0065131038427352905,8.333333015441895,6.944332599639893,1756544183760526045
0.01354680024087429,8.333333015441895,6.944332599639893,1756544183763189650
0.0060945600271224976,8.333333015441895,6.907447338104248,1756544183776383877
0.012790709733963013,8.333333015441895,6.907447338104248,1756544183777098809
0.004736508708447218,8.333333015441895,6.907447338104248,1756544183796265987
-0.0002970946370624006,8.333333015441895,6.907447338104248,1756544183814594272
0.008731355890631676,8.333333015441895,6.907447338104248,1756544183815285551
0.0017318541649729013,8.333333015441895,6.878634929656982,1756544183833917973
