#s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
316.6599462,89669.5805142,43148.0084237,1.7702481,-0.0035415,8.333,0.0
317.6588735,89668.5936555,43147.8169422,1.7494588,-0.0343733,8.333,0.0
318.6578007,89667.6068545,43147.658098,1.7120787,-0.0307104,8.333,0.0
319.656728,89666.6348444,43147.5321049,1.6896181,-0.0164945,8.333,0.0
320.6556553,89665.6128128,43147.4170722,1.6777272,-0.0071581,8.333,0.0
321.6545826,89664.5758764,43147.3079859,1.6762981,0.0104602,8.333,0.0
322.6535098,89663.5558633,43147.1883112,1.7050781,0.0468161,8.333,0.0
323.6524371,89662.57623,43147.0255699,1.7734938,0.0937402,8.333,0.0
324.6513644,89661.6297558,43146.7753456,1.8940157,0.1408942,8.333,0.0
325.6502917,89660.6738234,43146.3771235,2.0350952,0.1298478,8.333,0.0
326.6492189,89659.8307561,43145.8888133,2.1536346,0.1123825,8.333,0.0
327.6481462,89659.0572071,43145.3180926,2.2630215,0.1333106,8.333,0.0
328.6470735,89658.3536053,43144.6450138,2.4088821,0.1566308,8.333,0.0
329.6460008,89657.7315347,43143.8370069,2.5569395,0.1274432,8.333,0.0
330.644928,89657.2520707,43143.0153998,2.6667013,0.1078201,8.333,0.0
331.6438553,89656.8374865,43142.0889102,2.7750644,0.1082486,8.333,0.0
332.6427826,89656.5228233,43141.1010711,2.8937344,0.1183312,8.333,0.0
333.6417099,89656.3317115,43140.1231741,2.9993174,0.0934979,8.333,0.0
334.6406371,89656.2323346,43139.1283991,3.0807641,0.0697116,8.333,0.0
335.6395644,89656.2026491,43138.1286709,3.1394013,0.0478017,8.333,0.0
336.6384917,89656.2221454,43137.1242876,-3.1030101,0.0332803,8.333,0.0
337.637419,89656.274801,43136.1266149,-3.077215,0.018276,8.333,0.0
338.6363462,89656.3452329,43135.1352926,-3.0666614,0.0028822,8.333,0.0
339.6352735,89656.4196404,43134.1306324,-3.0710798,-0.0116097,8.333,0.0
340.6342008,89656.4818768,43133.1317946,-3.0901679,-0.0267192,8.333,0.0
341.6331281,89656.5170904,43132.1427642,-3.1245086,-0.0429055,8.333,0.0
342.6320553,89656.5098318,43131.1245345,3.1080242,-0.0565071,8.333,0.0
343.6309826,89656.4452586,43130.124267,3.0434747,-0.0730113,8.333,0.0
344.6299099,89656.3124028,43129.1596191,2.9625697,-0.0940589,8.333,0.0
